id,pali,pos,meaning
18689,opaneyyika,adj,applicable; relevant; practical; useful; onward leading
20396,kammāsadhamma,nt,name of a town in the Kuru country
20867,kaṃsa 3,masc,(bronze) cup; goblet; chalice
21127,kāmesumicchācārī,adj,adulterous; who engages in sexual misconduct
21185,kāyapariyantika,adj,limited to the body; physically circumscribed
21632,kiccha 2,nt,difficulty; trouble; problem
22318,kudā,ind,when?; at what time?
22324,kudāssu,sandhi,oh when!?
22434,kumbha 1,masc,clay pot; water jar; pitcher
22524,kurū,masc,name of the people of Kuru; Kurus
22905,kevala 1,adj,all; whole lot; altogether; total; entire; complete
23751,khīṇaniraya,adj,finished with (rebirth in) hell
23880,khetta 1,nt,field; plot of land
24349,gandhasampanna,adj,with delicious smell; good-smelling; with delightful odour
24950,gilāna 1,adj,sick; ill; unwell
25671,cakka 1,nt,wheel
26350,cavati 2,pr,passes away; dies
26516,cāhaṃ 1,sandhi,and I; but I
27058,cetasika 1,adj,mental; related to mind
28043,jarāmaraṇanirodha,masc,end of old age and death
28352,jāyati 1,pr,is born (in); comes into being (from)
28547,jīyati 1.2,pr,grows old; gets old; ages
28594,jīvita 1,nt,life; existence
28605,jīvitapariyantika,adj,limited to life; ending with existence; confined to life
28606,jīvitapariyādāna,nt,exhaustion of one's life; using up one's lifespan
28961,ñāyappaṭipanna,adj,following the correct method
29032,ṭhāna 01,nt,(physical) place
29236,taca 1,masc,(of a humna) skin
30323,tāla 1.1,masc,palm tree; Palmyra
30349,tālāvatthukata,adj,uprooted like a palm tree
32680,divasa 1,nt,day
33035,duggati,fem,state of misery; bad destination; hell
36463,nāmarūpapaccayā,ind,dependent on mind and body; due to mental and physical phenomena
37192,nidāna 1,nt,source; origin; foundation; cause; reason
37876,niyata 2,pp,certain; decided; invariable; unavoidable; of fixed destiny
37999,niraya,masc,hell; hell realm
38455,nivisati,pr,settles down; establishes; makes at home
39003,pakāra 1,masc,method; manner; way
39317,paccattaññeva,sandhi,for oneself; individually; personally
41851,patta 3.1,pp,reached; attained; gained; accomplished; found
42304,panāyaṃ,sandhi,and this; but this
43137,parāyana 1,adj,destined for; culminating in; bound for
43463,paritassati,pr,is perturbed; is shaken; is agitated; is anguished
43937,pariyantika,adj,limited to; bounded by; circumscribed within
43942,pariyādāna 1,nt,using up (of); exhausting (of); consuming (of); depleting (of)
44108,parisā 1,fem,assembly; meeting; forum; council; gathering
44404,pareta 1,pp,afflicted (with); overcome (by); attacked (by); overwhelmed (by)
44587,pasattha,pp,praised; commended; exalted (by)
44647,pasāda 1,masc,inspiration; faith; trust; confidence
44810,pavaḍḍhati 1,pr,increases; develops; grows
46156,pipāsita,pp,thirsty; parched
46299,pivanta,prp,drinking; sipping
47745,phīta,pp,successful; wealthy; prosperous
48511,buddha 1,masc,Buddha; Awakened One
49642,bhāga 1,masc,part; portion; share; measure
50077,bhujissa 1,adj,cleansing; freeing; liberating
50270,bheda 2,masc,death
50322,bhesajja,nt,medicine; remedy; tonic; drug
50689,majja 1,nt,intoxicant; drug; alcohol
51128,manasikāra,masc,attention; bringing-to-mind; observation; noticing; focussing
51280,manosañcetanā,fem,mental intention; mental volition; mental will
52105,maṃsa 1,nt,meat; flesh
52586,micchācārī,adj,who misbehaves oneself (regarding); who behaves wrongly (with)
52747,mīyati,pr,is killed; dies
53061,musāvādī,adj,who lies; lying; speaking falsely
53287,meraya,masc,fermented liquor; wine
54308,yoni 3,fem,rebirth (as); realm of existence
54723,rasasampanna,adj,delicious; good-tasting; tasty; full of flavour
56789,saṅkhāranirodhagāmī,adj,leading to the end of intention; leading to the cessation of thought processes
56791,saṅkhārapaccayā,ind,dependent on intention; due to volition
57297,sañcetanā,fem,wishing; intending; willing; making a choice
57673,sato,prp,when being; when is; when are
58980,sabbaso 1,ind,in every way; entirely; completely; altogether
58996,sabbavedayita,nt,all that is felt; all that is experienced; all feeling
59672,samādhisaṃvattanika,adj,leading to samadhi; conducive to mental composure
60611,sambodhiparāyana,adj,destined for full awakening; culminating in enlightenment
61424,sahasā 1,ind,forcibly; quickly; suddenly; all of a sudden
62384,sāmīcippaṭipanna,adj,going the right way; following the proper course
62546,sāruppa,adj,suitable (for); proper (for); appropriate (for)
63093,sīta 2,masc,coolness; cold
63119,sītībhavati,pr,becomes cool; grows cold; cools down
63559,sukhāya,nt,comfortable (for)
64140,suppaṭipanna,adj,gone the right way; practised well
64349,surā,fem,(distilled) liquor; spirits
64373,surāmerayamajjapamādaṭṭhāna,nt,"distilled and fermented liquor, drugs and states of intoxication"
65101,sokaparidevadukkhadomanassupāyāsā,masc,"grief, wailing, pain, suffering and trouble"
65894,vaṇṇa 1.01,masc,beauty; good looks
65937,vaṇṇasampanna,adj,with beautiful colour; good-looking; delightful in appearance
66757,vātātapa,masc,elements; wind and heat; wind and sun
67655,vijjuppāda,masc,arising of understanding; birth of wisdom; appearance of knowledge
67727,viññāṇapaccayā,ind,dependent on consciousness; due to consciousness
67799,viññuppasattha,adj,praised by the wise
68017,vidha 1.1,adj,of the kind; of the sort; of the variety; -fold
69375,visoseti,pr,dries; desiccates; makes wither; evaporates
70305,vedayamāna,prp,feeling; experiencing; sensing
70422,vera,nt,hatred; ill-will; animosity; antagonism; hostility
70562,vo 1.4,pron,to you all; for you all
