id,pali,selected_pali_word,class_source,extra,class_example,english_translation
10921,ahu 1.1,ahu,TH257 (modif),yes,samaṇassa <b>ahu</b> vitakko,It was a thought of the recluse.
10964,ahosiṃ,ahosiṃ,MN39 (simpl),,tatra evaṃ aṭṭhāsiṃ evaṃ nisīdiṃ evaṃ abhāsiṃ evaṃ tuṇhī <b>ahosiṃ</b>,"There I stood, I sat, I spoke, and I remained silent."
11836,āpajjati 2,āpajjāhi,MN107 (simpl),yes,"kāyassa saṃvarāya paṭipajjāhi, rakkhāhi kāyaṃ, kāye saṃvaraṃ <b>āpajjāhi</b>","Practice for restraint of the body (faculty), guard the body (faculty), arouse restraint in regard to the body (faculty)."
12086,āmantesi,āmantesi,UD45,,atha kho bhagavā bhikkhū <b>āmantesi</b>,And then the Blessed One addressed the monks.
12243,āyasmā,āyasmā,SN21.9 (simpl),,"atha kho <b>āyasmā</b> tisso upasaṅkami, ekamantaṃ nisīdi",And then Venerable Tissa approached and sat down to one side.
12698,āloka,āloko,SN56.11,,paññā udapādi vijjā udapādi <b>āloko</b> udapādi,"Wisdom arose, knowledge arose, light arose."
12877,āsi 1.1,āsiṃ,MN86,,"coro ahaṃ pure <b>āsiṃ</b>, aṅgulimālo vissuto … buddhaṃ saraṇaṃ āgamiṃ","I was formerly a thief, the famous Angulimāla … I came to the Buddha (for) refuge."
12891,āsiṃ,āsiṃ,MN86,,"coro ahaṃ pure <b>āsiṃ</b>, aṅgulimālo vissuto … buddhaṃ saraṇaṃ āgamiṃ","I was formerly a thief, the famous Angulimāla … I came to the Buddha (for) refuge."
13818,ime,ime,DN22.5,,<b>ime</b> sālī <b>ime</b> vīhī <b>ime</b> muggā <b>ime</b> māsā <b>ime</b> tilā <b>ime</b> taṇḍulā'ti,"“These are fine rices, these are paddy, these are mung beans, these are speckled beans, these are sesame, these are dehusked rice.”"
13855,isi,isīnaṃ,AN4.48 (simpl),,paggaṇhahi <b>isīnaṃ</b> dhajaṃ,Raise up a banner of the sages!
14954,udapādi 1,udapādi,SN56.11,,paññā <b>udapādi</b> vijjā udapādi āloko udapādi,"Wisdom arose, knowledge arose, light arose."
15660,upadduta,upaddutā,DN16.39,,<b>upaddutā</b> homa — ‘idaṃ kappati…',We are afflicted—“this is suitable …”
15855,upapajjati 1,upapajjāmi,AN3.66 (simpl),,sugatiṃ saggaṃ lokaṃ <b>upapajjāmi</b>,"I go towards a good destination, a heavenly plane of existence."
16090,upasaṅkami,upasaṅkami,SN21.9 (simpl),,"atha kho āyasmā tisso <b>upasaṅkami</b>, ekamantaṃ nisīdi",And then Venerable Tissa approached and sat down to one side.
17613,ekamantaṃ 1,ekamantaṃ,SN21.9 (simpl),,"atha kho āyasmā tisso upasaṅkami, <b>ekamantaṃ</b> nisīdi",And then Venerable Tissa approached and sat down to one side.
18134,evaṃ 1,evaṃ,MN39 (simpl),,tatra <b>evaṃ</b> aṭṭhāsiṃ evaṃ nisīdiṃ evaṃ abhāsiṃ evaṃ tuṇhī ahosiṃ,"There I stood, I sat, I spoke, and I remained silent."
20078,kappati,kappati,DN16.39,,upaddutā homa — ‘idaṃ <b>kappati</b>…',We are afflicted—“this is suitable …”
20404,kammunā,kammunā,MN98,yes,"kassako <b>kammunā</b> hoti, sippiko hoti kammunā, vāṇijo kammunā hoti, pessako hoti kammunā","By one's actions, one is a farmer, a craftsman, a trader, a messenger."
20791,kassaka,kassako,MN98,yes,"<b>kassako</b> kammunā hoti, sippiko hoti kammunā, vāṇijo kammunā hoti, pessako hoti kammunā","By one's actions, one is a farmer, a craftsman, a trader, a messenger."
21294,kāraka 2,kāraka,DHP153 (simpl),,"gahassa <b>kāraka</b>, diṭṭho asi","Builder of a house, you are seen."
23381,khattiya 2,khattiyā,VIN2.5.1.2,,santi idha ekacce <b>khattiyā</b> ca brāhmaṇā'ti bhaṇati,"He says, “There are here some noblemen [and] brahmins.”"
23437,khandha 1,,,,,
24615,gaha 2,gahassa,DHP153 (simpl),,"<b>gahassa</b> kāraka, diṭṭho asi","Builder of a house, you are seen."
24621,gahakāraka,gahassa kāraka,DHP153 (simpl),,"<b>gahassa kāraka</b>, diṭṭho asi","Builder of a house, you are seen."
27224,cora,coro,MN86,,"<b>coro</b> ahaṃ pure āsiṃ, aṅgulimālo vissuto … buddhaṃ saraṇaṃ āgamiṃ","I was formerly a thief, the famous Angulimāla … I came to the Buddha (for) refuge."
29318,taṇḍula 1,taṇḍulā,DN22.5,,ime sālī ime vīhī ime muggā ime māsā ime tilā ime <b>taṇḍulā</b>'ti,"“These are fine rices, these are paddy, these are mung beans, these are speckled beans, these are sesame, these are dehusked rice.”"
29605,tatra 1,tatra,MN39 (simpl),,<b>tatra</b> evaṃ aṭṭhāsiṃ evaṃ nisīdiṃ evaṃ abhāsiṃ evaṃ tuṇhī ahosiṃ,"There I stood, I sat, I spoke, and I remained silent."
30807,tila,tilā,DN22.5,,ime sālī ime vīhī ime muggā ime māsā ime <b>tilā</b> ime taṇḍulā'ti,"“These are fine rices, these are paddy, these are mung beans, these are speckled beans, these are sesame, these are dehusked rice.”"
30985,tuṇhī ahosi,tuṇhī ahosiṃ,MN39 (simpl),,tatra evaṃ aṭṭhāsiṃ evaṃ nisīdiṃ evaṃ abhāsiṃ evaṃ <b>tuṇhī ahosiṃ</b>,"There I stood, I sat, I spoke, and I remained silent."
30989,tuṇhī 3,tuṇhī,MN39 (simpl),,tatra evaṃ aṭṭhāsiṃ evaṃ nisīdiṃ evaṃ abhāsiṃ evaṃ <b>tuṇhī</b> ahosiṃ,"There I stood, I sat, I spoke, and I remained silent."
32428,diṭṭha 1.1,diṭṭho,DHP153 (simpl),,"gahassa kāraka, <b>diṭṭho</b> asi","Builder of a house, you are seen."
34211,dosa 1.1,dosassa,SN35.28 (modif),yes,rāgassa agginā <b>dosassa</b> agginā mohassa agginā saddo ādippati,"The sound is burning with the fire of lust, with the fire of hatred, with the fire of delusion."
34513,dhaja 1,dhajaṃ,AN4.48 (simpl),,paggaṇhahi isīnaṃ <b>dhajaṃ</b>,Raise up a banner of the sages!
37679,nibbindati 1,nibbindati,DHP183,yes,<b>nibbindati</b> dukkhe esa maggo visuddhiyā,"One is disenchanted with suffering, this [is] the path for purification."
38218,nisīdi 1,nisīdi,SN21.9 (simpl),,"atha kho āyasmā tisso upasaṅkami, ekamantaṃ <b>nisīdi</b>",And then Venerable Tissa approached and sat down to one side.
39192,paggaṇhāti 2,paggaṇhahi,AN4.48 (simpl),,<b>paggaṇhahi</b> isīnaṃ dhajaṃ,Raise up a banner of the sages!
39413,paccassosi,paccassosuṃ,SN22.59,,bhikkhū bhagavato <b>paccassosuṃ</b>,The monks replied to the Blessed One.
40441,paṭijānāti 4,paṭijānātha,MN39,,samaṇā amhā'ti <b>paṭijānātha</b>,"You all claim, “We are ascetics.”"
40522,paṭipajjati 2,paṭipajjāhi,MN107 (simpl),yes,"kāyassa saṃvarāya <b>paṭipajjāhi</b>, rakkhāhi kāyaṃ, kāye saṃvaraṃ āpajjāhi","Practice for restraint of the body (faculty), guard the body (faculty), arouse restraint in regard to the body (faculty)."
42332,panūdati,panūda,SN2.8 (simpl),,"chinda sotaṃ parakkama, kāme <b>panūda</b> brāhmaṇa","Cross the stream, strive, dispel sensual pleasures, O holy man!"
43744,paribbājaka,paribbājakehi,SN46.53 (simpl),,bhikkhū <b>paribbājakehi</b> sammodiṃsu,The monks exchanged pleasantries with the wandering ascetics.
47111,pure 2,pure,MN86,,"coro ahaṃ <b>pure</b> āsiṃ, aṅgulimālo vissuto … buddhaṃ saraṇaṃ āgamiṃ","I was formerly a thief, the famous Angulimāla … I came to the Buddha (for) refuge."
47378,pessaka 1,pessako,MN98,yes,"kassako kammunā hoti, sippiko hoti kammunā, vāṇijo kammunā hoti, <b>pessako</b> hoti kammunā","By one's actions, one is a farmer, a craftsman, a trader, a messenger."
47973,bala 1,balaṃ,MN39,,me āsi kāye <b>balaṃ</b>,Power was in my body.
48801,byākāsi 1,byākāsi,MN95 (simpl),,"saccaṃ bhavantaṃ gotamaṃ apucchimha, saccaṃ bhavaṃ gotamo <b>byākāsi</b>",We asked Master Gotama (about) the truth; Master Gotama explained the truth.
48810,byādhi,byādhi,AN5.57,,<b>byādhi</b> dhammo amhi,I am of the nature to get sick. (lit. I am of the sickness nature)
49137,bhagavato 2,bhagavato,SN35.121,,āyasmā rāhulo <b>bhagavato</b> bhāsitaṃ abhinandi,Venerable Rahula delighted in the speech of the Blessed One.
49227,bhaṇati 1,bhaṇati,VIN2.5.1.2,,santi idha ekacce khattiyā ca brāhmaṇā'ti <b>bhaṇati</b>,"He says, “There are here some noblemen [and] brahmins.”"
49605,bhavaṃ 1,bhavaṃ,MN95 (simpl),,"saccaṃ <b>bhavaṃ</b> gotamaṃ apucchimha, saccaṃ bhavaṃ gotamo byākāsi","We asked master Gotama (about) the truth, master Gotama explained the truth."
49767,bhāsita 1,bhāsitaṃ,SN35.121,,āyasmā rāhulo bhagavato <b>bhāsitaṃ</b> abhinandi,Venerable Rahula delighted in the speech of the Blessed One.
49796,bhāvanā 1,,,,,
50496,magga 2,maggo,DHP183,yes,nibbindati dukkhe esa <b>maggo</b> visuddhiyā,"One is disenchanted with suffering, this [is] the path for purification."
51427,mayaṃ 1,,,,,
52492,māsa 2.1,māsā,DN22.5,,ime sālī ime vīhī ime muggā ime <b>māsā</b> ime tilā ime taṇḍulā'ti,"“These are fine rices, these are paddy, these are mung beans, these are speckled beans, these are sesame, these are dehusked rice.”"
52807,mugga,muggā,DN22.5,,ime sālī ime vīhī ime <b>muggā</b> ime māsā ime tilā ime taṇḍulā'ti,"“These are fine rices, these are paddy, these are mung beans, these are speckled beans, these are sesame, these are dehusked rice.”"
53022,muni 1,muni,TH257 (simpl),yes,evaṃ gāme <b>muni</b> cari,The sage walked in the village like this.
54351,rakkhati 1,rakkhāhi,MN107 (simpl),yes,"kāyassa saṃvarāya paṭipajjāhi, <b>rakkhāhi</b> kāyaṃ, kāye saṃvaraṃ āpajjāhi","Practice for restraint of the body (faculty), guard the body (faculty), arouse restraint in regard to the body (faculty)."
54789,rāga 1.1,rāgassa,SN35.28 (modif),yes,rāgassa agginā dosassa agginā mohassa agginā saddo ādippati,"The sound is burning with the fire of lust, with the fire of hatred, with the fire of delusion."
55021,rāhula,rāhulo,SN35.121,,āyasmā <b>rāhulo</b> bhagavato bhāsitaṃ abhinandi,Venerable Rahula delighted in the speech of the Blessed One.
55973,loka 2,lokaṃ,AN3.66 (simpl),,sugatiṃ saggaṃ <b>lokaṃ</b> upapajjāmi,"I go towards a good destination, a heavenly plane of existence."
56270,saka 1,sakamhā,MN39 (simpl),,ahaṃ <b>sakamhā</b> gāmā amuṃ gāmaṃ agacchiṃ,I went from my own village to such-and-such a village.
56554,sagga 1.1,saggaṃ,AN3.66 (simpl),,sugatiṃ <b>saggaṃ</b> lokaṃ upapajjāmi,"I go towards a good destination, a heavenly plane of existence."
57122,sacca 2,,,,,
57616,sati 1.2,sati,MN10 (simpl),,atthi kāyo'ti <b>sati</b> hoti,There is mindfulness: “there is a body.”
58259,santi 2.1,santi,VIN2.5.1.2,,<b>santi</b> idha ekacce khattiyā ca brāhmaṇā'ti bhaṇati,"He says, “There are here some noblemen [and] brahmins.”"
59623,samādhi 1,,,,,
59985,samudaya 1,samudayo,SN12.2 (simpl),,dukkhassa khandhassa <b>samudayo</b> hoti,There is the arising of the aggregate of suffering.
60931,sammodi,sammodiṃsu,SN46.53 (simpl),,bhikkhū paribbājakehi <b>sammodiṃsu</b>,The monks exchanged pleasantries with the wandering ascetics.
61887,saṃvara 2,saṃvarāya,MN107 (simpl),yes,"kāyassa <b>saṃvarāya</b> paṭipajjāhi, rakkhāhi kāyaṃ, kāye saṃvaraṃ āpajjāhi","Practice for restraint of the body (faculty), guard the body (faculty), arouse restraint in regard to the body (faculty)."
61899,saṃvaraṃ āpajjati,saṃvaraṃ āpajjāhi,MN107 (simpl),yes,"kāyassa saṃvarāya paṭipajjāhi, rakkhāhi kāyaṃ, kāye <b>saṃvaraṃ āpajjāhi</b>","Practice for restraint of the body (faculty), guard the body (faculty), arouse restraint in regard to the body (faculty)."
62578,sāli,sālī,DN22.5,,ime <b>sālī</b> ime vīhī ime muggā ime māsā ime tilā ime taṇḍulā'ti,"“These are fine rices, these are paddy, these are mung beans, these are speckled beans, these are sesame, these are dehusked rice.”"
62947,sippika 1.1,sippiko,MN98,yes,"kassako kammunā hoti, <b>sippiko</b> hoti kammunā, vāṇijo kammunā hoti, pessako hoti kammunā","By one's actions, one is a farmer, a craftsman, a trader, a messenger."
63563,sukhita,sukhitā,AN3.156,,arogā <b>sukhitā</b> hotha,May you all be happy (and) free from disease.
63624,sugati,sugatiṃ,AN3.66 (simpl),,<b>sugatiṃ</b> saggaṃ lokaṃ upapajjāmi,"I go towards a good destination, a heavenly plane of existence."
65197,sota 1.1,sotaṃ,SN2.8 (simpl),,"chinda <b>sotaṃ</b> parakkama, kāme panūda brāhmaṇa","Cross the stream, strive, dispel sensual pleasures, O holy man!"
66729,vāṇija,vāṇijo,MN98,yes,"kassako kammunā hoti, sippiko hoti kammunā, <b>vāṇijo</b> kammunā hoti, pessako hoti kammunā","By one's actions, one is a farmer, a craftsman, a trader, a messenger."
69305,visuddhi 1.1,visuddhiyā,DHP183,yes,nibbindati dukkhe esa maggo <b>visuddhiyā</b>,"One is disenchanted with suffering, this [is] the path for purification."
69478,vissuta,vissuto,MN86,,"coro ahaṃ pure āsiṃ, aṅgulimālo <b>vissuto</b> … buddhaṃ saraṇaṃ āgamiṃ","I was formerly a thief, the famous Angulimāla … I came to the Buddha (for) refuge."
69963,vīhi,vīhī,DN22.5,,ime sālī ime <b>vīhī</b> ime muggā ime māsā ime tilā ime taṇḍulā'ti,"“These are fine rices, these are paddy, these are mung beans, these are speckled beans, these are sesame, these are dehusked rice.”"
71483,hoti 1,hoti,SN12.2 (simpl),,dukkhassa khandhassa samudayo <b>hoti</b>,There is the arising of the aggregate of suffering.
71494,hotha,hotha,AN3.156,,arogā sukhitā <b>hotha</b>,May you all be happy (and) free from disease.
71496,hontu,hotha,AN3.156,,arogā sukhitā <b>hotha</b>,May you all be happy (and) free from disease.
71499,homa 2.2,homa,DN16.39,,upaddutā <b>homa</b> — ‘idaṃ kappati…',We are afflicted—“this is suitable …”
77100,chindati 5,chinda,SN2.8 (simpl),,"<b>chinda</b> sotaṃ parakkama, kāme panūda brāhmaṇa","Cross the stream, strive, dispel sensual pleasures, O holy man!"
