id,pali,selected_pali_word,class_source,extra,class_example,english_translation,class
28867,ñāṇadassanavisesa,,AN10.48,,uttarissa manussassa dhammo alam'ariyo <b>ñāṇadassanassa viseso</b>,"the state of a superior human being, the attainment of knowing and seeing, suitable for a noble person,",
28957,ñāya,ñāyassa,DN22.1 (simpl),,"maggo hoti sokaparidevānaṃ samatikkamāya, <b>ñāyassa</b> adhigamāya, nibbānassa sacchikiriyāya.","It is the path for the overcoming of sorrow and lamentation, for the attainment of the (right) method, for personal experience of total emancipation.",
37999,niraya,nirayaṃ,SN12.41,,vinipātaṃ <b>nirayaṃ</b>,"[reborn] in a state of suffering, in hell.",
38097,nirodha,nirodhā,SN22.57,,virāgāya <b>nirodhāya</b>,"for dispassion, for cessation",
38062,nirujjhati,nirujjhanti,SN12.1,yes,"avijjāya tv'eva asesa-virāga-nirodhā saṅkhāra-nirodho, saṅkhāra-nirodhā viññāṇa-nirodho, viññāṇa-nirodhā nāmarūpa-nirodho, nāmarūpa-nirodhā saḷāyatana-nirodho, saḷāyatana-nirodhā phassa-nirodho, phassa-nirodhā vedanā-nirodho, vedanā-nirodhā taṇhā-nirodho, taṇhā-nirodhā upādāna-nirodho, upādāna-nirodhā bhava-nirodho, bhava-nirodhā jāti-nirodho, jāti-nirodhā jarā-maraṇaṃ soka-parideva-dukkha-domanass'upāyāsā <b>nirujjhanti</b>.","But from the complete fading away and cessation of ignorance there is cessation of volitional formations; from the cessation of volitional formations, cessation of consciousness; from the cessation of consciousness, cessation of name-and-form; from the cessation of name-and-form, cessation of the six sense bases; from the cessation of the six sense bases, cessation of contact; from the cessation of contact, cessation of feeling; from the cessation of feeling, cessation of craving; from the cessation of craving, cessation of clinging; from the cessation of clinging, cessation of existence; from the cessation of existence, cessation of birth; from the cessation of birth, aging-and-death, sorrow, lamentation, pain, displeasure, and despair cease.",
38615,nīvaraṇa 1,nīvaraṇehi,MN99,,<b>nīvaraṇehi</b> brāhmaṇo,The brahmin [filled] with the [five] hindrances,
45486,pāda 1,pādaṃ,MN107,,pāde <b>pādaṃ</b>,[he places] a foot on a foot,
45566,pānīyathālaka,pānīyassa thālakaṃ,VIN PAT SE 55 (simpl),,na sāmisena hatthena <b>pānīyassa thālakaṃ</b> paṭiggahessāmi iti sikkhā karaṇīyā,I will not take a cup for drinking water with a soiled hand.,
43538,parideva,paridevānaṃ,DN22.1 (simpl),,"maggo hoti soka<b>paridevānaṃ</b> samatikkamāya, ñāyassa adhigamāya, nibbānassa sacchikiriyāya.","It is the path for the overcoming of sorrow and lamentation, for the attainment of the (right) method, for personal experience of total emancipation.",
40333,paṭiggaheti,paṭiggahessāmi,VIN PAT SE 55 (simpl),,na sāmisena hatthena pānīyassa thālakaṃ <b>paṭiggahessāmi</b> iti sikkhā karaṇīyā,I will not take a cup for drinking water with a soiled hand.,
40494,paṭinissagga,paṭinissaggo,SN56.11,,cāgo <b>paṭinissaggo</b> anālayo,"The relinquishing, the abandonment, the non-attachment",
41845,patta 1.1,,Class Doc,,thero upāsakassa <b>pattaṃ</b> deti. ,The elder gives an alms bowl to the disciple.,
47646,phassa 1,,SN12.1,yes,"avijjāya tv'eva asesa-virāga-nirodhā saṅkhāra-nirodho, saṅkhāra-nirodhā viññāṇa-nirodho, viññāṇa-nirodhā nāmarūpa-nirodho, nāmarūpa-nirodhā saḷāyatana-nirodho, saḷāyatana-nirodhā <b>phassa</b>-nirodho, <b>phassa</b>-nirodhā vedanā-nirodho, vedanā-nirodhā taṇhā-nirodho, taṇhā-nirodhā upādāna-nirodho, upādāna-nirodhā bhava-nirodho, bhava-nirodhā jāti-nirodho, jāti-nirodhā jarā-maraṇaṃ soka-parideva-dukkha-domanass'upāyāsā nirujjhanti.","But from the complete fading away and cessation of ignorance there is cessation of volitional formations; from the cessation of volitional formations, cessation of consciousness; from the cessation of consciousness, cessation of name-and-form; from the cessation of name-and-form, cessation of the six sense bases; from the cessation of the six sense bases, cessation of contact; from the cessation of contact, cessation of feeling; from the cessation of feeling, cessation of craving; from the cessation of craving, cessation of clinging; from the cessation of clinging, cessation of existence; from the cessation of existence, cessation of birth; from the cessation of birth, aging-and-death, sorrow, lamentation, pain, displeasure, and despair cease.",
47057,purisadammasārathi,purisadammasārathi,SN55.7,,itipi so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro <b>purisadammasārathi</b> satthā devamanussānaṃ buddho bhagavā'ti,"It is so (thus) “He [is] the Blessed One, the Worthy One, the fully Enlightened One, endowed with wisdom and ethical conduct, Fortunate One, knower of the world, incomparable leader of persons to be tamed, teacher of gods and humans, the Awakened One, the Blessed One.”",
55044,rukkha 1,rukkhānaṃ,TH257 (simpl),,"araññe <b>rukkhānaṃ</b> mūlesu, kandarāsu guhāsu ca","At the foot of a tree in a forest, in valleys, and in caves.",
57194,sacchikiriyā,sacchikiriyāya,DN22.1 (simpl),,"maggo hoti sokaparidevānaṃ samatikkamāya, ñāyassa adhigamāya, nibbānassa <b>sacchikiriyāya</b>.","It is the path for the overcoming of sorrow and lamentation, for the attainment of the (right) method, for personal experience of total emancipation.",
61469,sahāya,sahāyā,DHP 331,,atthamhi <b>sahāyā</b>,[Good are] friends in [arisen] need,
61506,saḷāyatana 1,,SN12.1,yes,"avijjāya tv'eva asesa-virāga-nirodhā saṅkhāra-nirodho, saṅkhāra-nirodhā viññāṇa-nirodho, viññāṇa-nirodhā nāmarūpa-nirodho, nāmarūpa-nirodhā <b>saḷāyatana</b>-nirodho, <b>saḷāyatana</b>-nirodhā phassa-nirodho, phassa-nirodhā vedanā-nirodho, vedanā-nirodhā taṇhā-nirodho, taṇhā-nirodhā upādāna-nirodho, upādāna-nirodhā bhava-nirodho, bhava-nirodhā jāti-nirodho, jāti-nirodhā jarā-maraṇaṃ soka-parideva-dukkha-domanass'upāyāsā nirujjhanti.","But from the complete fading away and cessation of ignorance there is cessation of volitional formations; from the cessation of volitional formations, cessation of consciousness; from the cessation of consciousness, cessation of name-and-form; from the cessation of name-and-form, cessation of the six sense bases; from the cessation of the six sense bases, cessation of contact; from the cessation of contact, cessation of feeling; from the cessation of feeling, cessation of craving; from the cessation of craving, cessation of clinging; from the cessation of clinging, cessation of existence; from the cessation of existence, cessation of birth; from the cessation of birth, aging-and-death, sorrow, lamentation, pain, displeasure, and despair cease.",
59177,samaṇa 1,samaṇo,AN10.29,,<b>samaṇo</b> gotamo,The recluse Gotama,
59264,samatikkama,samatikkamāya,DN22.1 (simpl),,"maggo hoti sokaparidevānaṃ <b>samatikkamāya</b>, ñāyassa adhigamāya, nibbānassa sacchikiriyāya.","It is the path for the overcoming of sorrow and lamentation, for the attainment of the (right) method, for personal experience of total emancipation.",
59451,samaya 1.1,samayena,MN39,,aparena <b>samayena</b> buddho,"on another occasion, the Awakened One",
60590,sambuddha 1,,DN21.8,,namo tassa bhagavato arahato sammā-<b>sambuddhassa</b>,"Homage to him, the Blessed One, the Worthy One, the fully Enlightened One.",
60788,sammā 1,sammā,DN21.8,,namo tassa bhagavato arahato <b>sammā</b>-sambuddhassa,"Homage to him, the Blessed One, the Worthy One, the fully Enlightened One.",
60847,sammāsambuddha,sammāsambuddhassa,DN21.8,,namo tassa bhagavato arahato <b>sammāsambuddhassa</b>,"Homage to him, the Blessed One, the Worthy One, the fully Enlightened One.",
56989,saṅgha 1,saṅgho,VIN PAT NID,,"<b>saṅgho</b> uposathaṃ kareyya, pātimokkhaṃ uddiseyya",The community of monks could make ANobservance day [and] would recite the training rules.,
56768,saṅkhāra 1,saṅkhāra,SN12.1,yes,"avijjāya tv'eva asesa-virāga-nirodhā <b>saṅkhāra</b>-nirodho, <b>saṅkhāra</b>-nirodhā viññāṇa-nirodho, viññāṇa-nirodhā nāmarūpa-nirodho, nāmarūpa-nirodhā saḷāyatana-nirodho, saḷāyatana-nirodhā phassa-nirodho, phassa-nirodhā vedanā-nirodho, vedanā-nirodhā taṇhā-nirodho, taṇhā-nirodhā upādāna-nirodho, upādāna-nirodhā bhava-nirodho, bhava-nirodhā jāti-nirodho, jāti-nirodhā jarā-maraṇaṃ soka-parideva-dukkha-domanass'upāyāsā nirujjhanti.","But from the complete fading away and cessation of ignorance there is cessation of volitional formations; from the cessation of volitional formations, cessation of consciousness; from the cessation of consciousness, cessation of name-and-form; from the cessation of name-and-form, cessation of the six sense bases; from the cessation of the six sense bases, cessation of contact; from the cessation of contact, cessation of feeling; from the cessation of feeling, cessation of craving; from the cessation of craving, cessation of clinging; from the cessation of clinging, cessation of existence; from the cessation of existence, cessation of birth; from the cessation of birth, aging-and-death, sorrow, lamentation, pain, displeasure, and despair cease.",
57894,satthā,satthā,SN55.7,,itipi so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi <b>satthā</b> devamanussānaṃ buddho bhagavā'ti,"It is so (thus) “He [is] the Blessed One, the Worthy One, the fully Enlightened One, endowed with wisdom and ethical conduct, Fortunate One, knower of the world, incomparable leader of persons to be tamed, teacher of gods and humans, the Awakened One, the Blessed One.”",
62632,sāvaka,sāvake,MN35,,gotamo <b>sāvake</b> ... gotamassa sāvakesu,Gotama [trains] disciples.... Gotama's [instruction presented] to disciples,
64800,sekha 1,sekhassa,AN8.79,,dhammā <b>sekhassa</b>,qualities of a trainee,
63313,sīha 1,,Class Doc,,<b>sīho</b> gāmasmiṃ carati.,The lion walks in the village. ,
65088,soka,soka,DN22.1 (simpl),,"maggo hoti <b>soka</b>paridevānaṃ samatikkamāya, ñāyassa adhigamāya, nibbānassa sacchikiriyāya.","It is the path for the overcoming of sorrow and lamentation, for the attainment of the (right) method, for personal experience of total emancipation.",
65095,sokaparideva,sokaparidevānaṃ,DN22.1 (simpl),,"maggo hoti <b>sokaparidevānaṃ</b> samatikkamāya, ñāyassa adhigamāya, nibbānassa sacchikiriyāya.","It is the path for the overcoming of sorrow and lamentation, for the attainment of the (right) method, for personal experience of total emancipation.",
