id,pali,selected_pali_word,class_source,extra,class_example,english_translation
48639,bojjhaṅga 1,bojjh'aṅgā,DN16.21,,seyyathidaṃ — cattāro satipaṭṭhānā cattāro sammappadhānā cattāro iddhipādā pañc'indriyāni pañca balāni satta <b>bojjh'aṅgā</b> ariyo aṭṭh'aṅgiko maggo.,"[They are] as follows: four foundations of mindfulness, four right efforts, four bases for psychic power, five faculties, five mental powers, seven enlightenment factors [and] the Noble Eightfold Path."
48913,brahmacariya 1,brahmacariyaṃ,MN27,,na sukaraṃ agāraṃ ajjhāvasatā ek'antaparipuṇṇaṃ ek'antaparisuddhaṃ saṅkhalikhitaṃ <b>brahmacariyaṃ</b> carituṃ.,"It is not easy [for] one domestically settled at home to live the completely perfect, completely pure holy life, polished like mother-of-pearl."
49408,bhante,bhante,VIN PAT NP 10,yes,"yaṃ kho, <b>bhante</b>, āyasmā veyyāvaccakaraṃ niddisi, saññatto so mayā, upasaṅkamatu āyasmā kālena, cīvarena taṃ acchādessati","Indeed, venerable sir, the steward whom the venerable one has indicated has been instructed by me; let the venerable one approach him at a suitable time; he will clothe you with a robe."
53212,mettā,mettāya,AN11.15 (simpl),,<b>mettāya</b> cetovimuttiyā āsevitāya bhāvitāya bahulīkatāya yānīkatāya vatthukatāya anuṭṭhitāya paricitāya susamāraddhāya ekādasa ānisaṃsā pāṭikaṅkhā.,"When the liberation of mind by means of goodwill has been practiced persistently, developed, made much of, mastered, made a basis, established, familiarized and energetically undertaken, eleven benefits are to be expected."
57081,saṅghādisesa 2,saṅghādiseso,VIN PAT SA 6,yes,"sārambhe ce bhikkhu vatthusmiṃ aparikkamane saññācikāya kuṭiṃ kāreyya bhikkhū vā anabhineyya vatthuṃ desanāya pamāṇaṃ vā atikkāmeyya, <b>saṅghādiseso</b>.","If a monk by his own begging should build a hut on a site entailing harm to creatures and not accessible (i.e. not having a surrounding space), or [if] he should not invite monks for allocating a place, or [if] he should exceed the measurement, it is an offence requiring suspension."
57393,saññā 1,saññā,MN64,,"yad eva tattha hoti rūpagataṃ vedanāgataṃ <b>saññā</b>gataṃ saṅkhāragataṃ viññāṇagataṃ, te dhamme aniccato dukkhato rogato gaṇḍato sallato aghato ābādhato parato palokato suññato anattato samanupassati.","Whatever in that regard there is connected with materiality, connected with feeling, connected with perception, connected with volitional formations, connected with consciousness, he sees those states as impermanent, as suffering, as illness, as a boil, as a dagger, as pain, as alien, as disintegrating, as empty, as not oneself."
57625,satipaṭṭhāna 1,satipaṭṭhānā,DN16.21,,seyyathidaṃ — cattāro <b>satipaṭṭhānā</b> cattāro sammappadhānā cattāro iddhipādā pañc'indriyāni pañca balāni satta bojjh'aṅgā ariyo aṭṭh'aṅgiko maggo.,"[They are] as follows: four foundations of mindfulness, four right efforts, four bases for psychic power, five faculties, five mental powers, seven enlightenment factors [and] the Noble Eightfold Path."
58069,saddhā 1,saddhaṃ,MN27,,tathāgate <b>saddhaṃ</b> paṭilabhati,He obtains faith in the Tathāgata.
61682,saṃyojana 1,saṃyojanaṃ,MN2.8,yes,"ayaṃ vuccati, bhikkhave, bhikkhu sabb'āsavasaṃvarasaṃvuto viharati, acchejji taṇhaṃ, vivattayi <b>saṃyojanaṃ</b>, sammā mān'ābhisamayā antam'akāsi dukkhassā'ti","Monks, this one is called: ""A monk who dwells restrained with regard to all the taints, [who] completely cut out craving, untied the fetter[s], [and] by means of a thorough comprehension of conceit (thoroughly comprehending conceit), made an end of suffering."""
63146,sīla 1,sīlāni,MN48 (simpl),,yāni tāni <b>sīlāni</b> akhaṇḍāni acchiddāni asabalāni akammāsāni bhujissāni viññūhi pasatthāni aparāmaṭṭhāni samādhino saṃvattanikāni,"Whichever [of] those virtues, which are unbroken, without cracks, not mottled, unblemished, liberating, commended by wise persons, irreproachable and conducive for stability of mind"
67624,vijjā 1,vijjā,SN55.7,,itipi so bhagavā arahaṃ sammāsambuddho <b>vijjā</b>caraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti,"It is so (thus) ""He [is] the Blessed One, the Worthy One, the fully Enlightened One, endowed with wisdom and ethical conduct, Fortunate One, knower of the world, incomparable leader of persons to be tamed, teacher of gods and humans, the Awakened One, the Blessed One."""
67819,vitakka 1,vitakko,TH257 (modif),yes,samaṇassa ahu <b>vitakko</b>,It was a thought of the recluse.
68723,vimutti,vimuttiyā,AN11.15 (simpl),,mettāya cetov<b>vimuttiyā</b> āsevitāya bhāvitāya bahulīkatāya yānīkatāya vatthukatāya anuṭṭhitāya paricitāya susamāraddhāya ekādasa ānisaṃsā pāṭikaṅkhā.,"When the liberation of mind by means of goodwill has been practiced persistently, developed, made much of, mastered, made a basis, established, familiarized and energetically undertaken, eleven benefits are to be expected."
69603,viveka 1,viveka,MN39 (simpl),,so kāyaṃ <b>viveka</b>jena pītisukhena paripūreti,He completely fills up the body with joy and happiness produced by seclusion.
