id,pali,pos,meaning
31315,tesaṃ 1,pron,for them; to them; to those
31683,dakkha,adj,expert; skilled; able; adroit
32127,dassanāya 2,nt,in order to visit; for the purpose of seeing
32141,dassāvī 1,adj,seeing; knowing; aware of
32922,dukkhappaṭikūla,adj,averse to suffering; opposed to pain
33906,dūrato,ind,from far away; from afar
33968,desanā 3,fem,(vinaya) appointing; allocating; indicating; designating; showing
34005,desetuṃ,inf,to preach (to); to teach (to); to explain (to)
34917,dhammavinaya,masc,teaching and training; doctrine and discipline
35340,na sukaraṃ,idiom,it is not easy (to); it is not easy to make
35594,nanu,ind,surely?; but wouldn't?; is it true?; wasn't?
36536,nālaṃ 2,ind,not able (to); cannot; not enough (for)
37153,nittharaṇatthāya,ind,for crossing; for getting across
37192,nidāna 1,nt,source; origin; foundation; cause; reason
37686,nibbindituṃ,inf,to become dis-enchanted (with); to become disinterested (in); to be disillusioned (with); to lose interest (in)
38193,nisinna 1,pp,seated (in)
38664,nu,ind,(adds a question mark) surely?; didn't?; wouldn't?; which?
38665,nu kho,idiom,does?; is?; would?
39375,paccaya 1,masc,support; requisite; necessity
39752,pañca balāni,idiom,five (mental) powers
39943,pañcindriyāni 1,nt,"five faculties (confidence, effort, mindfulness, mental composure and understanding)"
39987,paññapetuṃ,inf,to define; to delineate; to describe
39994,paññā 1,fem,wisdom; knowledge; understanding; insight; distinctive knowledge
42342,panta 2,adj,secluded; isolated; solitary
42674,pamāṇa 3,nt,measure; measurement; length; size; amount; quantity
43071,paraṃ,ind,after; beyond; on the other side (of)
43072,paraṃ maraṇā,idiom,after death
43632,paripāka 1,masc,decay; deterioration
44782,passāva,masc,urine
45166,pahoti 2,pr,is able (to); is capable (of); is qualified (to)
45576,pāpa 1,adj,evil; criminal; wrong; bad; vicious
45841,pārupetvā,abs,(of an outer garment) having wrapped oneself; having caused to be covered
45854,pālicca,nt,hoariness; grey hair
46071,piṇḍāya,masc,for alms; to collect alms food
47974,bala 2,nt,mental power; Dhamma strength
48046,balibaddha,masc,ox; bull
48113,bahujana,masc,multitude; many people; mass of people
48125,bahujanasukhāya,nt,for the comfort of many people; for the ease of the masses
48127,bahujanahitāya,nt,for the benefit of many people; for the good of the population
48409,bāḷhaṃ,ind,excessively; overly; too
49284,bhatta 1.1,nt,food; boiled rice
49434,bhaya 3,nt,danger (of; from); peril (of; from)
49608,bhavābhava 1,masc,any state of existence; repeated existence
50322,bhesajja,nt,medicine; remedy; tonic; drug
50331,bho,masc,(respectful address; especially between Brahmans) sir; sirs; master; masters; friend; friends; good man; good men
50495,magga 1,masc,road; path; track; way
50950,mattaññutā,fem,moderation (in); knowing the correct amount (of); temperance (in)
51598,mahanta 1,adj,big; great; large; grand; vast; extensive
52105,maṃsa 1,nt,meat; flesh
53164,me 2,pron,by me
53838,yasmā 1,ind,because; since
53839,yasmā ca kho,idiom,but because
53872,yaṃ 1,pron,which; whoever; whatever; that which
53886,yaṃnūna,sandhi,what if; lets
54004,yāya,pron,by whichever; by which; with which
54203,yesu,pron,in whom; in which; among whom; among whoever
54872,rājagaha,nt,name of a city; capital of Magadha
56038,lokānukampā,fem,compassion for the world
56384,sakka 3,masc,Sakyan; man of the Sakyan race
56426,sakkā nu,idiom,is it possible (to)?; is one able (to)?
56427,sakkā 1,ind,it is possible (to); one is able (to)
56465,sakkuṇāti,pr,is able (to)
56475,sakkoti,pr,is able (to)
56743,saṅkhalikhita,adj,perfect; faultless; flawless
57406,saññācikā,fem,one's own begging
57675,satta 1.1,card,seven (7)
57738,sattabojjhaṅgā,masc,seven elements of awakening; seven factors of enlightenment
58271,santike 1,ind,to; in the presence (of); near (to); nearby; close (to); on the verge (of)
59353,samanupassituṃ,inf,to see (as); to regard (as); to consider (as)
59404,samannāgata,pp,possessing; endowed (with); having
60953,sayanāsana,nt,living place
61266,sasīsaṃ,ind,up to the head; including the head
61942,saṃvidhātuṃ,inf,to organize; to arrange; to take care of
62019,saṃhāni,fem,decrease (of); dwindling (of); decay (of); weakening (of)
62491,sārambha 2.1,adj,harmful; hurtful; injurious
62609,sāsana 1,nt,teaching; instruction
62659,sāvatthī,fem,name of a city; capital of Kosala
62746,sikkhāpada,nt,precept; instruction; training rule
63395,sukara 1,adj,easily done; easy to do
63458,sukhakāma,adj,wishing for ease; desiring comfort
63559,sukhāya,nt,comfortable (for)
64947,seyya 1.1,adj,better (than); preferable (to)
65832,vaḍḍhati,pr,increases (in); grows (in); develops (in)
66080,vatthu 2,nt,site; location; base; grounds
66101,vatthudesanā,fem,designating the site; appointing the place
66148,vadeyya,opt,would say; could speak; could tell
66425,valittacatā,fem,being wrinkled; wrinklyness
67472,vicikicchituṃ,inf,to doubt; to be uncertain
67947,vitthārena 1,ind,in detail; in full; thoroughly
68338,vipariṇāmadhamma,adj,changing in nature; of changing character
68702,vimuccituṃ,inf,to become free (from); to be released (from); to be liberated (from)
68826,virajjituṃ,inf,to lose desire (for); to become detached (from); to lose interest (in); to become dispassionate (about); to get bored (of)
69196,visahati 1.1,pr,is able (to)
69888,vīmaṃsā 1,fem,inquiry; judgement; investigation; discrimination
69965,vuccati,pr,is said to be; is called
70630,vosāna 1,nt,perfecting; accomplishing; attaining; mastering
70715,vyākaraṇa 1,nt,answering; replying
71233,hitāya,nt,beneficial (for); advantageous (for)
76729,sammappadhāna 2,masc,correct application of effort
77758,yaṃ taṃ,idiom,whoever … him; whatever … that
77761,yasmā tasmā,idiom,because … therefore; since … that is why
77763,yesu tesu,idiom,among whom … among them; in which … in those
