id,pali,pos,meaning
60135,samūla,adj,with the root; at the source; together with the foundation
60267,sampadā 1.1,fem,attainment (of); achievement (of); accomplishment (of); success (in)
60607,sambodhi,fem,full awakening; enlightenment
60855,sammāsambodhi,fem,perfect awakening; full enlightenment
61205,sallahuka 1,adj,frugal; light
61208,sallahukavutti,adj,of frugal livelihood; living lightly
61313,savana 1.2,nt,hearing (of); listening (to)
61424,sahasā 1,ind,forcibly; quickly; suddenly; all of a sudden
61958,saṃvibhāga,masc,sharing; donation; distribution; doling out
64239,subhara,adj,easy to support; low maintenance
64288,sumana 1,adj,glad; happy; pleased; satisfied; cheerful
65505,va 3.1,ind,or
65611,vacī 1,adj,verbal; with speech
65619,vacīduccarita,nt,bad speech; verbal misconduct; misbehaviour in speech
67308,vigata 2,pp,without; free from; devoid of
67336,vigatamalamacchera,adj,without the stain of stinginess; rid of the impurity of miserliness
67913,vitthata,pp,wide; extended; broad
68032,vidhā 3,fem,type (of); kind (of); sort (of); variety (of)
69622,vivekamanubrūhanta,prp,fostering seclusion; developing solitude
69679,vihaṃsu,aor,they lived
69719,vihita 1,pp,arranged; prepared
70078,vutti 1,fem,livelihood; way of being; way of life; behaviour
70140,vūpasameti 1,pr,quells; settles; causes to become calm; causes to subside
70571,vokiṇṇa 1,pp,strewn (with); covered (with); mixed up (with)
70642,vossagga 1,masc,generosity; donation; giving
70645,vossaggarata,adj,delighting in generosity; enjoying giving
71384,hutvā 1,abs,having been
74161,kusīta 2,masc,lazybones; who is slack; inactive person
74163,thulla 2,adj,coarse; gross; strong
78618,hita 4,pp,put; placed
