id,pali,pos,meaning
21357,kārāpesi 1,aor,had (something) built (for); had (something) made (for)
21379,kāretabba 1,ptp,should be made
21392,kāla 1.1,masc,time; occasion
21482,kālena kālaṃ,idiom,from time to time
22386,kumāra 2,masc,prince
22909,kevalaparipuṇṇa,adj,altogether complete; completely realized; entirely perfect
23763,khīṇāsava,adj,who has destroyed the effluents; awakened; epithet of an arahant
25770,cakkhuviññāṇa,nt,seeing; eye consciousness; visual awareness
27468,channaṃ 2,card,of six
28622,jīvitā voropeti,idiom,takes life; kills
28989,ṭhapanīya,ptp,should be set aside; should be placed aside; should be left alone
29033,ṭhāna 02,nt,reason; grounds; basis; cause
29054,ṭhānametaṃ vijjati,idiom,it is possible that; it is plausible that
29560,tato 2,pron,(comparative) than that; more than that
30072,tayo 2,card,three (3) (object)
30149,tasmātiha,sandhi,therefore here; therefore in this regard
30262,tādisikā,adj,of that kind; of such character; of such quality; like that
30507,tiṇa 1,nt,grass; straw
31746,daṭṭhabba 1,ptp,should be seen; should be regarded as; should be understood (with)
32690,divasaṃsantatta,adj,heated during the day; heated for the day
32949,dukkhasamudaya,masc,source of stress; arising of suffering; appearance of discomfort
32953,dukkhasamudayaṃ ariyasaccaṃ,idiom,noble truth of the origin of suffering
35123,dhāretabba 2,ptp,should be kept; should be stored
36610,nāvikaroti,pr,(vinaya) does not disclose; does not divulge; does not openly reveal
37398,nipāteti 1,pr,lets fall; drops
37758,nimitta 1,nt,mark; sign; symbol; indication
38265,nissajjitabba,ptp,should be given up (to); to be handed over (to); should be relinquished (to)
39022,pakāseti 2,pr,explains; illustrates; illuminates; reveals; teaches
39203,paggaha 3,masc,donation; handout; give-away
39432,paccavekkhitabba,ptp,should be considered; should be reviewed; should be contemplated; should be reflected (on)
39967,paññatta 2,pp,(of a rule) formulated; prescribed; decreed; declared
40050,paññāpeti 3,pr,is evident
40233,paṭikūlasaññā,fem,perception of repulsiveness (of); concept of unpleasantness (of)
40234,paṭikūlasaññāparicita,adj,fortified by the perception of repulsiveness (towards)
40343,paṭigha 1,masc,aversion; repulsion; resistance; irritation; conflict
40903,paṭisaṃharati 1,pr,withdraws from; pulls back (from)
41730,patikuṭati,pr,bends away (from); turns aside (from)
41827,patilīyati,pr,withdraws (from); pulls away (from); draws back (from)
41832,pativattati,pr,bends back; fold backwards; turns back; recoils
41888,pattapariyanta,masc,last bowl; worst bowl
42081,padabyañjana,nt,words and phrases
42123,padātabba,ptp,should be given (to); should be presented (to); should be offered (to)
42245,padhāna 1,nt,making effort; exerting; striving; trying (to)
42312,panidaṃ,sandhi,moreover this; but this
42685,pamāṇika,adj,according to the correct measurement; of the right size; correct-sized
43719,parippharati,pr,saturates; permeates; pervades; completely infuses; spreads everywhere
44012,pariyesati,pr,searches; seeks; seeks out; looks (for)
44061,pariyosānakalyāṇa,adj,good at the end; beneficial at the conclusion
44094,parisandeti,pr,soaks; steeps; drenches; pervades
44511,palipanna,pp,stuck (in); immersed (in); sunk (into)
44712,pasu 1,masc,domestic animal; livestock; farm animal
45072,pahātabba,ptp,should be given up (by); should be abandoned (by)
45311,pāṭikulyatā,fem,aversion (to); disgust (for); revulsion (toward)
45899,pāsāda,masc,mansion; stately home; palace; building with pillars
46494,pucchitabba,ptp,should be asked; could be asked
47665,phassapaññatti,fem,concept of contact; what is called sense impingement
47955,bandhumant 3,masc,name of Vipassī Buddha's father
48187,bahulaṃ,ind,often; frequently
48197,bahulīkātabba,ptp,should be practised often; should be developed
48784,byākaraṇīya,ptp,should be answered; to be replied (to)
49190,bhajitabba,ptp,should be associated with; should be kept company with; should be adhered to; (comm) should be stuck to
49843,bhāviyamāna,prp,being cultivated; being developed
49846,bhāvetabba,ptp,should be cultivated; should be developed
49851,bhāvetuṃ,inf,to cultivate; to develop; to grow; to increase
49923,bhikkhuparisā,fem,assembly of monks; gathering of monastics
50285,bhedana 3,nt,breaking; splitting apart; dividing
50768,majjhekalyāṇa,adj,good in the middle; beneficial in the middle
50968,mattikā 1,fem,clay; earth
51121,manasikaraṇīya,ptp,should be attended to; should be kept in mind
51226,manussaviggaha,masc,human being; human individual
51474,maraṇavaṇṇa,masc,praise of death; advantage of death; (of) beauty of death
52307,mānābhisamaya,masc,complete comprehension of conceit; total understanding of comparison
52923,muttakarīsa,nt,urine and excrement
53625,yathāpaññatta,adj,as decreed; as prescribed; as formulated
53991,yāpetuṃ,inf,to sustain oneself (with); to support oneself (by); to keep oneself going
54030,yāvatatiyaṃ,ind,as many as three times; after the third time; up to the third time
54701,rasataṇhā,fem,craving for tastes; desire for flavours
54887,rājañña,masc,man of the ruling class; young noble
57283,sañcicca,ind,intentionally; purposefully; wilfully; deliberately
57533,saṇṭhāti,pr,remains (in); continues (in); persists (in); is established (in); stands firm (in)
57891,satthahāraka 1.1,masc,assassin; hit man
58186,santatta 1,pp,heated; made red-hot; scorched
58215,santaruttaraparama,nt,an under robe and upper robe at most; not more than an inner and outer robe
58316,santhata 1,nt,(felt) spread; bedspread; coverlet; counterpane
58370,sandassiyamāna 1,prp,being compared; being checked; being verified
58372,sandassetabba,ptp,should be compared (to); should be checked (with); should be verified (with)
58407,sandissati 2,pr,is seen (in); is comparable (with); agrees (with)
58698,sappāṇaka,adj,containing living beings
59017,sabbāsavasaṃvarasaṃvuta,adj,restrained with regard to all the effluents
59052,sabyañjana,adj,in letter; (or) well phrased
59568,samādapeti,pr,arouses; incites; instigates; encourages (someone to do)
59933,samucchindati 1,pr,cuts off completely; uproots; eradicates; exterminates
60229,sampajānamusāvāda,masc,deliberate lying; intentional lie
60376,sampasāriyati,pr,is drawn forward; is inclined towards
61045,saramāna,prp,remembering; recollecting
61864,saṃvaṇṇeti 1,pr,praises; commends; extols; speaks highly (of)
61994,saṃvesiyamāna,prp,being put to bed (by); being laid down (by)
62162,sāttha,adj,in meaning; in spirit; (or) with meaning; meaningful
62175,sāditabba,ptp,could be consented to (by); could be accepted (by); should be permitted (by)
62178,sādiyati 1,pr,consents (to); accepts; agrees (to); permits
62378,sāmīci 1,fem,right way; correct course; proper procedure
62769,sikkhitabba,ptp,should be learned (by); should be practised (by); should be trained (by)
62854,siñcati 1,pr,waters; pours; sprinkles; scatters (something onto)
62857,siñcāpeti,pr,causes to water; causes to pour; makes sprinkle; causes to scatter (something onto)
64938,semāna,prp,sleeping; lying down
65067,sevitabba 2,ptp,should be practised; should be followed; should be undertaken
65600,vacanīya 2,ptp,should be spoken (to); should be told (to); should be said (to)
65967,vata 1.2,ind,certainly; surely; indeed
67443,vicāreti 1,pr,thinks actively; contemplates; investigates; examines
67615,vijjati 1,pr,exists (in); is found (in); is present (in)
67854,vitakketi,pr,thinks (about); reflects (on); ponders (over)
68408,vipassī 1,masc,name of the 6th previous Buddha
68580,vibhajja 1,ger,analysing in detail; classifying; explaining in detail; picking apart
68583,vibhajjabyākaraṇīya,adj,which should be answered with a detailed analysis
68900,virājiya,ger,cleansing; purifying; removing
69415,vissajjetvā 1,abs,having released; having let go (of); having got rid (of); having given up
69535,vivattayi,aor,untied; unravelled; (comm) torn out
70005,vuṭṭhāpiyamāna,prp,being raised; being lifted up
70618,voropeti,pr,(of life) deprives (of); removes (from); cuts off (from); takes down (from)
72221,paricita 2,pp,nurtured (by); consolidated (by); fortified (by); strengthened (by); built up (by)
