id,pali,pos,meaning
22013,kiṃsu,ind,what?
22109,kukkuṭa 1,masc,cock; cockerel; rooster; chicken
22129,kukkuṭasūkarā,masc,chickens and pigs
22710,kuvaṃ,ind,where?
22946,koci 2,ind,somewhere; anywhere
23252,kva,ind,where?
23258,kvajja,sandhi,where today?; where tonight?
24507,garu 4,masc,teacher; guru; esteemed person
24714,gahessati,fut,will grab; will seize
24849,gāha 1.2,masc,capture; seizure; being caught (by)
26478,cārī 2.1,masc,roaming (of); wandering (of)
28178,jāta 1,pp,born; born (in); born (from)
28933,ñātimittā,masc,family and friends
29582,tattha tattha 1,idiom,right there; here and now
29583,tattha tattha 2,idiom,in each and every case
29826,tadidaṃ,sandhi,this thing; this state
30246,tā 1.1,pron,they; those (females)
31028,tumhepi,sandhi,even you all
31219,tenaṅgena,ind,on account of that; in that respect; in that regard
31453,thala 1,nt,dry land; firm ground; terra firma
31691,dakkhi,aor,saw
31736,dakkhuṃ,aor,they saw
31737,dacchaṃ,fut,I myself will see; I will know for myself
31739,dajjā,opt,would give; should give
31968,dameti,pr,makes tame; masters; control
32863,dukkara 1,adj,difficult to do; hard to achieve
32881,dukkhakkhaya,masc,wearing away of suffering; extinction of stress; termination of tension
32933,dukkhamaddasā,imperf,saw discomfort; saw suffering
34020,deva 3,masc,rain god; rain cloud
35114,dhārā 1.1,fem,rain-shower
35215,dhura 3,nt,yoke-pole
35834,nayidha,sandhi,not here; there isn't; wouldn't be here
36912,niggahita 1,pp,restrained; held back; reigned in
37315,nindā,fem,blame; criticism; fault-finding; disgrace
37512,nibandhissaṃ,fut,I myself will bind; I myself shall tie
37580,nibbānaninna,adj,slanting to Nibbāna; sloping to Nibbāna; inclining to Nibbāna
37586,nibbānapabbhāra,adj,slanting to Nibbāna; sloping to Nibbāna; inclining to Nibbāna
37592,nibbānapoṇa,adj,sloping to Nibbāna; inclining to Nibbāna; leading to Nibbāna
38228,nisedha 2,adj,"restrained (by); controlled, (by); held back (by)"
38309,nissaraṇa,nt,escape (from); exit (from); exodus (from); way out (of)
39333,paccanīka 1,nt,opposition; resistance; conflict; argument
40133,pañhapaṭibhāna,nt,spontaneous answer to a question; ingenius reply to an enquiry
42552,pabbhāra 1,adj,sloping (towards); inclining down (towards); leading (to); aiming (at)
42824,payutta 3,pp,intent; devoted; applied; employed; engaged (in)
43542,paridevaneyya,ptp,lamentable; distressing; sorrowful
44799,pavakkhati,fut,will tell; will explain
45806,pārima,adj,(of shore) furthest; most distant
45863,pāleti,pr,protects; guards; takes care of; preserves
46056,piṇḍapātamatta,masc,mere alms food
46964,puratthima 1,adj,eastern
47272,peta 2,masc,departed; deceased; dead
47431,poṇa 1,adj,sloping (to); inclining down (to); leading (to)
47732,phāsuvihāra,masc,comfortable existence; easy living; living in comfort
48928,brahmacariyavāsa,masc,living the holy life; following the spiritual path
49518,bhava 1,imp,be!; you must be!
49625,bhavissanti,sandhi,'I could be'; 'I will be'; 'may I be'
49628,bhavissaṃ,fut,I myself will be
50014,bhiyyoso,ind,still more (than); even more (than); even greater (than); exceeding
50016,bhiyyosomattāya,ind,extremely; greatly; even more
50091,bhuñjamāna 1,prp,eating; consuming
50821,maññita 1,nt,imagination; make-believe; speculation; the conceived
50824,maññitametaṃ,sandhi,this is imagination; this is an illusion
50938,matta 1.1,pp,amount of; as many as; measure of; consisting of
51190,manussaggāha,masc,clutch of humans; capture by human beings
51425,mayampi,sandhi,we too
52229,mātucchā,fem,maternal aunt; mother's sister
52248,mātulānī,fem,mother's brother's wife; aunt
52657,mitta 1,masc,friend
54118,yutta 3,pp,engaged (in); practising (to)
55621,labbhati 3,pr,is possible to get (to)
55677,lahu 1,adj,quick; fast; swift
55689,lahuṭṭhāna,nt,agility; nimbleness; lightness
56525,sakha,masc,friend; companion
56712,saṅkhata,pp,created; constructed; conditioned; fabricated
57346,sañjānāti,pr,knows; knows as; perceives; conceives; recognizes
58322,santhambhati 1,pr,stands firm; remains steadfast; is resolute; takes heart
59589,samādāna,nt,undertaking (of); taking upon oneself; perpetrating
60686,sambheda 1,masc,confusion; disarray
60808,sammādiṭṭhisamādāna,adj,who has undertaken right view
60815,sammādhāraṃ anuppavecchati,idiom,rains
60816,sammādhārā,fem,good rain; thorough downpour
61804,saṃsīdati 1,pr,sinks down; drowns
62814,siṅgāla 1,masc,jackal
64666,sūkara,masc,pig
65148,soṇa 3,masc,dog
65163,soṇasiṅgālā,masc,dogs and jackals
65260,sotukāma,adj,wanting to hear; wishing to listen (to)
65263,sotuṃ,inf,to hear
65966,vata 1.1,ind,oh!; oh no!; oh dear!; wow!
66116,vatvā,abs,having said; having spoken (about)
66981,vāsa 1.1,masc,living; dwelling; residence; staying
67481,vicitra 1,adj,diverse; varied
68016,vidvant,masc,who is wise; who is knowing; who is intelligent
68093,vinayati,pr,removes; dispels
68376,vipassati,pr,sees deeply (into); sees in detail; understands with insight; has insight into
69687,vihāra 3,masc,mode of living; way of life; way to spend time; mode of existence
70989,handa,ind,come on!; come now!; well then!
71240,hidaṃ,sandhi,indeed here; surely in this case
71288,hirī,fem,conscience; sense of right and wrong; scruples; (comm) originating from inside
71291,hirīnisedha,adj,prevented by modesty; restrained by conscience; constrained by scruples
74148,nevassa 2,sandhi,would not even be
78607,durabhisambhava 2,adj,hard to attain; difficult to achieve
