id,pali,pos,meaning
27859,jana 2,masc,men; people; population
28346,jāpetāya,ptp,fit to be fined; worthy to be fined
28348,jāpetuṃ,inf,to fine; to confiscate
30991,tuṇhībhāva,masc,silence; keeping quiet; being silent; (comm) not talking
32088,dasāhaparamaṃ,ind,for ten days at the most; for a maximum of ten days
32429,diṭṭha 1.2,nt,what is seen
32563,diṭṭhī 2,masc,who has a view; who has the opinion
33035,duggati,fem,state of misery; bad destination; hell
37116,niṭṭhita 1,pp,finished; completed; accomplished
37119,niṭṭhitacīvara 1,nt,completed robe-cloth; finished robe
37121,niṭṭhitacīvarasmiṃ,nt,when the robe-cloth is complete; when the robe is finished
38258,nissaggiya pācittiya,idiom,offence requiring relinquishment and confession
38802,nesa,sandhi,this is not
39986,paññapeti 3,pr,"(of a seat, water, etc.) prepares; sets out"
40244,paṭikkamati 1,pr,returns (from); comes back (from)
40437,paṭijānamāna 1,prp,agreeing; admitting; assenting; acknowledging; confirming
40558,paṭipanna 1,pp,practising (for)
41468,paṭhamaṃ 1,ind,first; firstly; at first; first of all
42322,panudati,pr,dispels; drives out; rejects; pushes away
42543,pabbājetāya,ptp,fit to be banished; worthy to be exiled
42546,pabbājetuṃ,inf,to banish (from); to exile (from)
43002,paramaṃ,ind,at the very most; for a maximum of
43853,paribhojanīya,nt,washing water; rinsing water
45253,pācittiya 2,adj,(vinaya) related to an offence requiring confession
45423,pāti 1.1,fem,cup; drinking bowl
45493,pādaka 1,adj,having feet; with legs; about feet
45560,pānīya 1,nt,water; drinking water
46342,pīṭha,nt,chair; bench; seat; stool
47414,poṭṭhapāda 1,masc,name of a wandering ascetic
47788,phuseyya,ptp,could be felt; tangible; can be physically touched
47825,phoṭṭhabba 1,nt,touch; physical sensation; tactile sensation
49616,bhavitabba 1,ptp,there should be; it must be; it should exist
50773,mañca,masc,bed
52591,micchādiṭṭhi 1,fem,wrong view; incorrect belief
52603,micchādiṭṭhisamādāna,nt,taking up wrong views; believing wrong theories
53016,muddhāvasitta,adj,head-anointed; consecrated; inaugurated
53626,yathāpaṭipanna,adj,which practised; when followed
55033,ritta 2,pp,free (from); rid (of)
55531,lajjati 1,pr,is ashamed (of); is embarrassed (about)
55547,lajjitāya,ptp,should be ashamed (of)
57080,saṅghādisesa 1,adj,related to an offence requiring suspension
57088,saṅghika,adj,belonging to the community
57459,saññāvedayita,nt,perception and felt experience
57460,saññāvedayitanirodha,masc,ending of recognition and feeling; cessation of conception and what is felt
57566,sat 2,ind,true; good; right
57662,satī 1.2,prp,when is; when exists
59760,samāpanna 1,pp,entered; reached; attained; achieved
60385,sampassanta,prp,seeing; looking at; regarding; considering
60927,sammodanīya,ptp,(of conversation) pleasant; friendly
60928,sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā,idiom,having exchanged pleasantries and concluded polite conversation
62541,sārī 1.1,adj,wandering; going around; travelling
62866,sita 2.1,pp,planted (in); embedded (in); fixed (into)
63715,sujjhati,pr,is purified; is cleansed; is washed away
63948,suddhi,fem,purity; purification; holiness; epithet of Nibbāna
65302,sopadhīka,adj,who has attachments
65999,vattati 4,pr,(of power) wields; exercises
66133,vadāna,prp,speaking; saying; asserting; professing
67374,viggayha,ger,quarrelling (with); contending (with); arguing (with)
67603,vijita 1,nt,kingdom; realm
69685,vihāra 1,masc,dwelling; residence
69855,vītisāretvā,abs,(of conversation) having conducted; having concluded
69990,vuṭṭhāna 1,nt,emerging; surfacing; rising out of
70289,vedaniya,ptp,could be felt; experienceable; tangible
70307,vedayita,nt,which is felt; felt experience; feeling
70329,vedeti 2,pr,knows; understands; learns about
70526,vehāsa,masc,air; sky; heaven
70566,vo 3.1,ind,indeed; truly; surely
70603,vodāniya,ptp,purifying; cleansing
71211,hāvuso,sandhi,truly friend; indeed brothers
74572,kathina 2,nt,kathina privileges; kathina allowances
77756,yo so,idiom,whoever … he; whichever … that
