id,pali,pos,meaning
39184,pageva 1,sandhi,all the more; not to mention; even better
39193,paggaṇhāti 3,pr,applies effort; strives on; goes for it; endeavours
39398,paccayaṃ karitvā,idiom,for this reason
39462,paccāsā,fem,expectation; hope; anticipation
39738,pajjunna 1,masc,name of a deity; god of rain; rain cloud
39751,pañca,card,five (5)
39898,pañcavaggiya,adj,belonging to the group of five
40512,paṭinivattitvā,abs,having turned around and come back (from)
40647,paṭibaddhamana,adj,enamoured; infatuated; smitten; in love
40945,paṭisevati 1,pr,practices; indulges (in); engages (in)
41035,paṭivineti,pr,drives out; dispels; gets rid of
41102,paṭihanati 1,pr,wards off; keeps at bay; dispels
41150,paṭhama 1,ordin,first (1st); prime
41538,paṇāmetvā 2,abs,(of hands) having stretched out (in reverential salutation)
41552,paṇidhāya 1,ger,guiding; directing; determining; setting
41984,patvā 1,abs,having reached; having arrived (at)
42110,padahati 1,pr,exerts oneself; strives; applies oneself; endeavours (with)
42469,pabbajati,pr,ordains as a monastic; renounces the household life
43897,parimukhaṃ 1,ind,as first priority; to the fore; (comm) directed towards the meditation object
44042,pariyodapeti 1,pr,cleanses (from); refines (from); purifies (from)
44560,pallaṅka 2,masc,cross-legged sitting position; meditation posture
44564,pallaṅkena,ind,(sitting) cross-legged
44732,passa 1.1,nt,(of the body) side; rib
44968,pavisati,pr,enters; goes (into)
45272,pāceti,pr,digests
45758,pārājika 1,adj,(vinaya) defeated; deposed; disqualified; expelled
45802,pāripūrī,fem,fulfilment; completion; perfecting; maturity
46155,pipāsā,fem,thirst (for)
47001,purima 1,adj,earlier; past; former; previous
47071,purisamati,fem,man's intentions (to); man's proposal (to)
47285,petī,fem,female ghost; female spirit
48268,bārāṇasī,fem,name of a city; modern Varanasi
48903,brahma 1,masc,God; creator god
49133,bhagavatā,masc,by the Buddha; with the Buddha
49849,bhāveti,pr,cultivates; develops
49901,bhikkhunī,fem,nun; fully ordained nun
49930,bhikkhusaṅgha,masc,community of monks; monastic order
50011,bhiyyobhāva,masc,growth (of); increase (of); multiplication (of)
50445,makkaṭa,masc,monkey; ape
50740,majjhima 1,adj,middle; middling; medium; medium-sized; moderate
51123,manasikaritvā,abs,having paid attention (to); having applied the mind; having kept in mind
51232,manussitthī,fem,human woman; human female
51592,mahattarī,adj,older (than); greater (than); bigger (than)
51744,mahānadī,fem,great river; main river
51886,mahāmoggallāna,masc,name of an arahant monk; chief disciple; great disciple of the Buddha; foremost disciple in psychic power
52175,mātar,fem,mother
52210,mātu 2,fem,mother's; of mother
52240,mātumātar,fem,grandmother; mother's mother
52499,māsaparamaṃ,ind,for a month at the most; for a maximum of one month
52862,muñcitvā 1,abs,having released; having let go
53255,methuna 1,adj,sexual
53470,yakkhī,fem,female supernatural being; female spirit; daemoness
53544,yattha tattha,idiom,where… there
53767,yannūnāhaṃ,sandhi,what if I were to; let me; I shall; perhaps I
53905,yāgu,fem,rice gruel; congee
53995,yāma 1,masc,watch (of the night); one eighth of the day; about three hours
54012,yāva tāva,idiom,as long as… then; as far as… that much; until… to that extent
54013,yāva 1,ind,as long as; as far as; so much so; up to; until; from… to
54163,yena tena,idiom,where… there
54169,yena 3,ind,where; wherever; in which direction; to; towards
54569,ratti,fem,night
55062,rukkhamūla,nt,foot of a tree; base of a tree
55077,ruci,fem,preference; choice; liking; approval
57267,sañcaritta,nt,matchmaking; carrying proposals
57567,sata 1.1,pp,mindful; present; attentive
58376,sandassetvā,abs,having instructed; having explained
58840,sabbattha 1,ind,everywhere; every place
58878,sabbanimitta,nt,all objects; all signs; all mental images
59570,samādapetvā,abs,having aroused; having encouraged
59724,samāpajjati 2,pr,engages (in); practices; performs
59734,samāpajjitvā,abs,having entered; having attained
59735,samāpatti 1,fem,attainment; meditation attainment
59982,samuttejetvā,abs,having fired up; having enthused
60102,samuppāda 2,masc,issue; conflict; something which arises
60224,sampajāna 1,adj,clearly aware; fully knowing; completely comprehending
60426,sampahaṃsetvā,abs,having delighted; having pleased; having thrilled
62066,sākhā 1,fem,branch
62728,sikkhā 1,fem,training (in); practice (in)
63350,sīhaseyyā,fem,sleeping posture of a lion
63407,sukka 1,adj,pure; bright
65281,sotthiṃ,ind,safely; well; in peace
65294,sodheti 1,pr,cleans; clears; purifies
65502,va 1.1,ind,like; as
65659,vaccha 1.1,masc,calf; yearling; young animal
66072,vatthi 1,fem,bladder; urinary tract
66192,vanatha 2.1,masc,desire; craving
66734,vāta 1,masc,wind
66861,vāyamati,pr,tries (to); makes an effort (to); strives (for); exerts oneself (to)
68256,vineyya 1,ger,removing; getting rid (of); putting aside
68513,vippahāya,ger,completely abandoning; totally renouncing
69591,vivicca,ger,separating (from); aloof (from)
69662,viharati 2,pr,stays (in); remains (in); continues (in); dwells (in)
69911,vīriya 1,nt,effort; energy; might; power
69939,vīsatigaṇa,adj,with a quorum of twenty monks
70376,vepulla 1,nt,expansion; full development; maturity
70534,vehāsaṃ,ind,in the air; in the sky
70655,voharati 1,pr,speaks; communicates; gives expression; uses language
71238,hitvā,abs,having left; having left behind; having abandoned
78692,kappeti 5,pr,"(of a posture, sitting or lying down) adopts; takes up; assumes; uses; sits (on); lies down (in)"
