id,pali,pos,meaning
59206,samaṇabrāhmaṇakapaṇaddhikavanibbakayācakā,masc,"ascetics, priests, tramps, homeless wanderers and beggars"
59670,samādhisambojjhaṅga,masc,stability of mind as an element of awakening; mental composure as a factor of enlightenment
59967,samuṭṭhita 2,pp,full (of); laden (with)
60600,sambojjhaṅga,masc,element of awakening; factor of enlightenment
62220,sādhu 1,adj,good; pleasant; auspicious
63769,suta 1.1,pp,heard
64112,supupphita,adj,in full bloom; abounding in blossoms; covered with flowers
65200,sotatta,adj,scorched; burnt
65407,sosinna,adj,frozen; freezing; (comm) soaked
66038,vattī 1.2,adj,(of power or control) wielding; exercising
66227,vanibbaka,masc,mendicant; beggar; pauper
66459,vasanta 2,masc,spring; springtime
66477,vasavattī 1,adj,with control (of); wielding power (over); having authority (over)
66509,vasī 1.2,masc,master (of); controller (of); ruler (over)
67905,vittalābha,masc,gaining of wealth; acquiring riches
69326,visenibhūta,adj,disarmed (wrt); not opposing; at peace (with); (or) disassociated (from)
69712,vihārimātāpiṃ,sandhi,living ardently; remaining persistent; making continuous effort
70309,vedalla,nt,questions-and-answers; catechism; one of the nine kinds of suttas
70410,veyyākaraṇa 2,nt,detailed exposition; one of the nine kinds of suttas
70417,veyyāvacca 1,nt,service; assistance
70915,hatthippabhinna,adj,elephant in rut
