id,pali,pos,meaning
13259,āhāreti,pr,eats; takes food; consumes
13805,imāsaṃ,pron,of these
15107,uddiṭṭha 1,pp,recited (by); explained (by); mentioned (by)
15921,upama 1,adj,similar to; like
16677,uppādeti,pr,produces; generates; causes; gives rise to
17082,usabha 2,masc,who is foremost; finest example; leader
17195,ussāha,masc,effort; activity; perseverance; strenuous and continuous exertion; energy
17237,ussoḷhi,fem,endurance; strenous exertion
17506,ekadhamma,masc,one single thing
18090,evamārocesi,aor,reported thus; informed this
18279,okāsa 2,masc,opportunity; chance
20946,kānici,pron,whichever; all
21289,kāra 2,masc,doer; maker; agent
21321,kāraṇaṃ kāriyamāna,idiom,being trained (in); training to do a task; being made to perform a task
21370,kāriyamāna,prp,being made to do; being made to perform
21372,kārī 2,masc,doer; maker; agent
21485,kāsa 1.1,masc,grass growing along river banks; Saccharum spontaneum
21615,kicca 2,nt,obligation (for); duty (for); work (for)
21623,kiccakārī 2,masc,who has done one's duty (towards); who has done the job
21931,kissa 2,pron,of who?; of what?; of which?
21932,kissassu,sandhi,of whom?; of what?; of which?
22014,kiṃsuka,masc,Bastard Teak; Parrot tree; Butea Monosperma
22359,kuppati 2,pr,is shaken; is disturbed; is agitated; is upset
22434,kumbha 1,masc,clay pot; water jar; pitcher
22487,kumbhūpama,adj,like a clay pot; similar to a water jar
23617,khādanīya 1,nt,"edible food; raw food; non-staple food (e.g. vegetables, sweets)"
26010,catumahāpatha,masc,four-way intersection; crossroads; meeting of four great roads
26616,cittamidaṃ,sandhi,this mind
28459,jita 1,nt,conquest; victory; triumph
28547,jīyati 1.2,pr,grows old; gets old; ages
28852,ñassati 1,fut,will know; could know
29019,ṭhapetvā 3,abs,having set up; having arranged; having strengthened
29306,tañhissa,sandhi,that truly for him; that indeed for him
30196,tasseva 2,sandhi,of that very; of that exact; of the same
30917,tīṇimāni,sandhi,these three
31234,tenupasaṅkamati,pr,goes there; approaches that place
35713,nappaṭikkosi,aor,did not disapprove (of); did not reject
37615,nibbāpana 1,nt,(of fire) extinguishing; quenching; putting out
38917,nhātaka 1,masc,who is perfected; who is purified
39079,pakkami,aor,went away (from); left; set off (from)
39085,pakkamiṃsu,aor,they went away (from); they left
40119,paññāvudha 1,nt,weapon of wisdom; sword of understanding
40804,paṭisaṅkhā 1,ger,reflecting; carefully considering; with due consideration
40895,paṭisaṃvediyati,pr,experiences; feels (a sensation)
41090,paṭihaṅkhāmi,fut,I will destroy; I will put an end to; I will terminate
43347,pariciṇṇa 1,pp,served; attended; waited on (by)
44528,palujjati,pr,breaks off; comes apart; crumbles
44887,pavara 1,adj,excellent; eminent; high-quality; distinguished
44919,pavārita 2,pp,satisfied; fulfilled; who has refused more
46324,piheti 2,pr,desires (to); longs (for); yearns (for)
48053,balībadda,masc,ox; bull
48512,buddha 2,pp,awakened; woke up; understood
48765,byasana,nt,misfortune; disaster; calamity
48931,brahmacariyānuggaha,masc,support for the spiritual practice; help for the holy life
50109,bhuttāvī 1,adj,who has eaten; after the meal
50392,bhojanīya,nt,cooked food; soft food; staple food
51787,mahāpatha,masc,main road; high road; highway
52091,mahesi,masc,great sage; mighty seer
52355,māyaṃ vidaṃseti,idiom,performs an magic trick; displays an illusion
52359,māyā 2,fem,magic; illusion; conjurer's trick
52363,māyākāra,masc,magician; illusionist; conjurer
52364,māyākārantevāsī,masc,magician's apprentice; illusionist's assistant
52747,mīyati,pr,is killed; dies
52758,mukha 1,nt,mouth
52797,mukhādhāna,nt,bit (of a bridle)
53237,mettāvatā,fem,goodwill; friendship
53667,yathāyaṃ,sandhi,like this; so that this
53945,yātrā 1,fem,way of keeping going; means of sustaining; life support
53979,yāpana,nt,(of the body) sustenance (of); preservation (of); continuance (of); upkeep (of); support (of)
53982,yāpanāya,nt,for sustenance (of); for preservation (of); for continuance
54167,yena 1,pron,by which; with whichever
54173,yenaññataro,sandhi,where a certain; to another
54204,yeva,sandhi,only; just; merely; exclusively
54300,yodheti,pr,fights (against); engages in battle (with); attacks
55763,lābhī,adj,who gains; who gets; who has
58189,santadassāvī,adj,who sees peace (in); who sees (something) as peaceful
59916,samugghāta 1,masc,eradication; extermination; destruction
59922,samugghātaṃ gacchati,idiom,is eradicated; is exterminated; is destroyed
61570,saṃkhitta 1,pp,brief; concise; contracted; abbreviated
61582,saṃkhittena,ind,in brief; concisely
63367,su 1,ind,(interrogative & emphatic particle)
65470,ssu,ind,certainly; definitely
66157,vadha 2,masc,killing; murder; execution; slaughter
67609,vijitāvī,adj,who has conquered; who has vanquished
67961,vidaṃseti,pr,demonstrates; exhibits; shows off; displays
67976,viditvā 2.1,abs,having known; having perceived; having understood
68520,vipphandita 1,nt,wriggling; writhing; quivering; vacillation
68567,vibhajati 1,pr,dissects; analyses in detail; explains at length
69321,visūkāyita 2,nt,restlessness; impatience; turmoil
69356,visevita,nt,trick; antic; craft
69701,vihārasamāpatti,fem,meditation attainment in which one lives; state of meditation in which one dwells
69741,vihiṃsūparatiyā,fem,for preventing harm; for stopping discomfort
69905,vīra 2,masc,hero; great man
70109,vuyhamāna,prp,being carried away (by); being swept along (by)
73909,nagarūpama,adj,like a town; similar to a city
78104,purāṇa 1,adj,previous; former; old
