id,pali,pos,meaning
34734,dhammadīpa,adj,with Dhamma as one's place of safety; with Dhamma as one's solid ground
34848,dhammaladdha,adj,justly acquired; honestly gained; legally obtained; legitimately acquired
34875,dhammasaraṇa,adj,taking refuge in the Dhamma; relying on the Dhamma; finding support in the teaching
34970,dhammika 2,adj,righteous; just; moral
35231,dhuva 1,adj,stable; enduring; permanent; eternal; everlasting; epithet of Nibbāna
35286,dheyya 1,nt,realm (of); sphere (of); power (of); influence (of)
35885,nava 1.1,adj,new; fresh
37682,nibbindanta,prp,being disenchanted (by); being disinterested (in); being disillusioned (by); losing interest (in)
39113,pakkhandati 1,pr,takes to it; gets it; gains confidence; is inspired; is eager
40315,paṭiggaṇhāti 2,pr,(of an apology) accepts
40780,paṭilābha,masc,obtaining (of); acquiring (of); gaining (of); personal acquisition (of)
40782,paṭilābhato,ind,as personal acquisition; as gain
40887,paṭisaṃyutta,pp,connected (to); concerned (with); related (to)
41568,paṇīta 2,pp,fine; refined; excellent; superior; sublime
41854,pattakamma,nt,suitable action; appropriate deed
42905,parato 2,ind,as another; as alien; as something else; as belonging to somebody else; (comm) not one's own possession
43350,paricita 1,pp,practised; rehearsed; consolidated; familiarized
43693,paripūra 1,adj,full; filled up; complete
44044,pariyodāta 1,pp,pure; clean; shiny; bright
44325,pariharati 3,pr,takes care (of); looks after; maintains
44374,parihārika,adj,looking after; taking care of
44544,palokato,ind,as falling apart; as disintegrating
44587,pasattha,pp,praised; commended; exalted (by)
44743,passaddha,pp,relaxed; calmed; tranquillised
45303,pāṭikaṅkha,ptp,to be expected (for); certain (for); can be anticipated
46048,piṇḍapāta,masc,alms food
46208,piyarūpa,adj,agreeable; endearing; cherished
46366,pīta 1.2,nt,drinking; sipping
46931,pubbenivāsānussati,fem,recollection of one's previous lives
46932,pubbenivāsānussatiñāṇa,nt,understanding from remembering one's previous lives; knowledge from the recollection of previous lives
47270,pecca,ind,after death
47749,phuṭṭha 2,pp,afflicted (with); suffering (from)
48085,bahiddhā 1,ind,externally; outwardly
48098,bahu,adj,many; much; lots (of); a lot (of); great; large
48189,bahulī,adj,abundant; full of
48190,bahulīkata,pp,practised often; repeated a lot; done again and again
48272,bāla 1,adj,foolish; ignorant; stupid; immature
48285,bāladhamma,masc,idiotic teaching; doctrine of fools
48321,bāhābala,nt,manual labour; hard work
48322,bāhābalaparicita,adj,built up by hard work
48407,bāḷhagilāna,adj,extremely ill; very sick; with strong illness
49443,bhayato,ind,as dangerous; as fearful
49827,bhāvita 1,pp,cultivated; developed
50077,bhujissa 1,adj,cleansing; freeing; liberating
51277,manorama,adj,delightful; pleasant; attractive
51577,mahatā 2,adj,from the great; from the large
52961,mudu 1,adj,soft; mild
52982,mudubhūta,adj,pliable; supple; malleable
53754,yadeva,sandhi,any; whichever
53801,yampi,sandhi,whatever indeed
53846,yassa 2,pron,of whoever; of whichever; whose
53955,yāna 1,nt,carriage; wagon; vehicle
53977,yānīkata,adj,mastered; familiarized
54062,yiṭṭha 1,pp,given (as a gift); offered
55180,rūpagata 1,adj,related to matter; connected with materiality; kind of matter
55355,rogato,ind,as disease; as illness
55582,laddha 1,pp,obtained; gained; won; acquired
55984,lokadhamma 1,masc,worldly matter; things of the world; vicissitudes of life
56382,sakka 1,ptp,able; capable; proficient
56775,saṅkhāragata 1,adj,related to mental activity; concerning intention; connected with volitional formation
57129,saccato,ind,as true; truly; really
57403,saññāgata 2,adj,related to perception; concerning recognition; kind of perception; (comm) perception itself
58288,santuṭṭha 1,pp,satisfied; pleased; content; happy with
58397,sandiṭṭhika,adj,directly visible; evident; real; perceivable; (comm) able to be seen by oneself
58733,sappurisa 1,masc,good man; moral man; virtuous man; superior man
58742,sappurisadhamma 1,masc,teaching of righteous men
59346,samanupassati 2,pr,regards; considers; recognises (as); sees (as)
59824,samāhita 1,pp,composed; centred; collected; settled; steadied
60226,sampajānakārī,adj,forming a clear perception (of); creating a clear impression (of); cultivating attention (while)
60789,sammā 2,ind,perfectly; rightly; correctly; properly
60835,sammāsaṅkappa 1,masc,correct intention; right volition; proper thought
61189,sallato,ind,as an arrow; as a dagger
61279,sassata,adj,eternal; everlasting; endless; perpetual; (comm) existing forever
61290,sassatisamaṃ,ind,for ever and ever; eternally
61872,saṃvattanika 1,adj,leading (to); headed (to); conducive (to); suitable (for)
62148,sātarūpa,adj,with pleasant appearance; agreeable; beautiful
62415,sāyita 2,nt,tasting; savouring
62422,sāra 1,adj,essential; fundamental; substantial; valuable; sound
62423,sāra 2,masc,core; essence; substance; value
62461,sārato,ind,as essential; as substantial; as valuable
63575,sukhuma 1,adj,fine; subtle; refined
63740,suññato,ind,as empty; as void; as essenceless
63893,suduttara,adj,extremely difficult to cross; very hard to escape
64444,susamāraddha,adj,resolutely undertaken; fully engaged with; energetically taken up; (comm) firmly held up
64530,suvaca,adj,easy to instruct; obedient; compliant
64657,suhuju,adj,very straight; very upright
64885,seda,masc,sweat; perspiration
64893,sedāvakkhitta,adj,earned by the sweat of one's brow
65094,sokanāsana,adj,eradicating sorrow; banishing grief
65474,svākkhāta,adj,well taught; well preached; well explained
66088,vatthukata,adj,made a foundation; made a basis; firmly established
67352,vigatūpakkilesa,adj,without impurity; with no defilement; blemish-free
67701,viññāṇagata,adj,related to consciousness; concerning awareness; connected with sentience; kind of consciousness
67799,viññuppasattha,adj,praised by the wise
67801,viññū 2,masc,wise person; sage; knowledgable man; intelligent person
68710,vimutta 1,pp,freed; liberated; released; emancipated (from)
68817,viraja,adj,pure; stainless; untainted
68818,virajjati 1,pr,becomes detached (from); loses interest (in); becomes dispassionate (towards); gets bored (with)
70111,vusita 1,pp,fulfilled; completed; finished
70115,vusitabrahmacariya,adj,fulfilled the holy life; completed the spiritual journey; epithet of an arahant
70245,vedanāgata,adj,related to felt experience; connected with feeling; concerning sensation; kind of feeling
70316,veditabba 2,ptp,to be experienced (by)
71324,hīna 1,pp,low; inferior; deficient
71380,huta 2,pp,offered
75652,adhiṭṭhahi 2,aor,resolved; determined (to be)
77757,yāni tāni,idiom,whoever… they; whichever… those
