id,pali,pos,meaning
32584,dinna 2,nt,offering (to); gift (to)
32878,dukkha 4,nt,pain; physical discomfort
34021,deva 4,masc,sky; heavens
34907,dhammavādī 1,adj,who speaks about Dhamma; who speaks according to the teaching
35098,dhāraṇa 2,nt,wearing
36218,nādhimuccati 2,pr,does not draw a definite conclusion (about); is not resolved (about)
36844,nigaṇṭha 1,masc,Jain; naked ascetic
37294,nidhānavant,adj,worth treasuring; worth recording; worth keeping in the heart
37331,ninna 1,adj,sloping (towards); slanting (towards); inclining down (to)
38501,nihata 2,pp,(vinaya) settled; closed; put to rest
38509,nihatādhikaraṇa,nt,(vinaya) closed case; legally settled case; legal issue which has been put to rest
39621,pacchābhattaṃ,ind,after eating; after the meal; in the late morning
39628,pacchābhūmaka,adj,from the western land; living in the west
39984,paññapeti 1,pr,teaches; preaches; proclaims
40241,paṭikkanta 1,pp,returned (from); come back (from)
42086,padara 2,nt,cleft; crack; crevice
42223,padosa 1.1,masc,hatred; aversion
42496,pabbata 2,masc,mountain; hill
42499,pabbatakandarapadarasākhā,fem,"mountain gorges, crevices and creeks"
42501,pabbatakandarā,fem,mountains and valleys; (or) mountain cave; hillside grotto
42742,pamudita,pp,pleased; delighted; happy
42802,payirupāsati 1,pr,associates closely (with); attends closely (to); sits at the feet (of)
43334,paricārika,masc,attendant
43936,pariyantavant,adj,restricted; within limits; with defined purpose
44090,parisati,fem,in assembly; in meeting; in forum; in gathering
44108,parisā 1,fem,assembly; meeting; forum; council; gathering
44398,parūḷha,pp,long; grown long; overgrown
44399,parūḷhakacchanakhaloma,adj,"with long armpit hair, nails and body hair"
44456,palāpī,adj,chattering; motor-mouthing; talking nonsense
44759,passambhati,pr,calms down; relaxes; becomes quiet; becomes tranquil
44839,pavattamāna 1,prp,rolling forward; rolling down; flowing
45077,pahāna,nt,giving up (of); letting go (of); removal (of); abandoning (of)
45098,pahāya 1,ger,leaving behind; giving up; abandoning
45148,pahūta 1,pp,much; considerable; abundant; vast
45152,pahūtajivhatā,fem,largeness of the tongue; fact of having a huge tongue
45378,pāṇātipātī,adj,who kills living beings; who destroys life
45404,pāta 2,masc,drop; dropping
45815,pārisuddhi 1,fem,purity; purification
46042,piṇḍa 2,masc,bit of food; alms food
46050,piṇḍapātapaṭikkanta,adj,after returning from alms-round
46286,pisuṇa,adj,(of speech) divisive; defamatory; slanderous; malicious
46287,pisuṇavāca,adj,who speaks divisively; who separates others by speech; who sows discord
46402,pītimana,adj,delighted; exhilarated; thrilled; joyful
46625,putta 2,masc,(used to form diminutives) young man; descendent; son of
46728,punakamma,nt,(of a legal case) further action; re-opening; relooking at
46940,pubbeva,sandhi,just before; previous to; as before
47568,pharusa 1,adj,(of speech) harsh; rough; rude; unkind
47571,pharusavāca,adj,speaking harshly; using rough words
47779,phusitaka,nt,droplet; small drop
48393,bāhulla 1,nt,excess (of); over-abundance (of)
48835,byāpanna,pp,malevolent; evil; hating
48837,byāpannacitta,adj,with a malicious mind; evil-minded; hateful; full of ill-will
48850,byāpādapadosa,masc,ill-will and hatred; enmity and aversion
49391,bhadra 1,adj,fortunate; blessed; lucky; auspicious; good
49397,bhadramukha,masc,fine fellow; my dear; dearest; beautiful
49760,bhāsamāna,prp,speaking (about); talking (about); saying
49779,bhāsitar,masc,speaker; who talks (about)
50149,bhūta 02,pp,true; correct; genuine; accurate
50182,bhūtavādī,adj,who speaks what is true
50202,bhūmaka 1,adj,from the area; of the region
50939,matta 1.2,pp,mere; simple; the fact of; by virtue of
51820,mahāpurisa,masc,great man; illustrious being
51821,mahāpurisalakkhaṇa,nt,auspicious marks of a great man; characteristics of an illustrious being
52468,mālika,adj,wearing garlands; wreathed in flowers
52577,micchā 1,ind,false; untrue; wrong
52586,micchācārī,adj,who misbehaves oneself (regarding); who behaves wrongly (with)
52593,micchādiṭṭhika,adj,who has wrong view; who holds a false belief
52759,mukha 2,nt,face
53061,musāvādī,adj,who lies; lying; speaking falsely
53618,yathāninnaṃ,ind,downwards
54020,yāvajīvaṃ,ind,for one's entire life; as long as one lives
54798,rāgadosa 2.1,adj,ruined by desire; spoiled by passion; corrupted by lust
55374,roceti,pr,approves (of); agrees (with); finds pleasing
55470,lakkhaṇa 1,nt,auspicious sign; birthmark; prognosticative mark
55831,licchavi,masc,name of a prominent group of Khattiyas based in Vesālī
55836,licchaviputta,masc,young Licchavi
57056,saṅghāṭika,masc,ascetic who wears a patchwork robe; patchwork robe wearer
57062,saṅghāṭidhāraṇa,nt,wearing an outer robe
57063,saṅghāṭidhāraṇamatta,nt,mere fact of wearing an outer robe
57636,satipārisuddhi,fem,purity of mindfulness; pure awareness
58895,sabbapāṇabhūtahitānukampī,adj,compassionate for the well-being of all breathing beings
58896,sabbapāṇabhūtā,masc,all living beings
59255,samaṇuddesa,masc,novice; apprentice monk
60380,sampasīdati,pr,is sure (about); is certain (about); is settled (regarding); is confident (about)
60509,sampha 1,adj,frivolous; foolish; useless
60516,samphappalāpī,adj,who chatters frivolously; who talks rubbish; who gossips
61334,savicāra,adj,with management; with planning; with consideration
61341,savitakka,adj,with thinking; accompanied with reflection
62067,sākhā 2,fem,rivulet; creek; streamlet
62102,sāṭaka 1,masc,cloak; outer garment
62271,sāpadesa,adj,with reason; reasonable; with grounds; with authority
64728,sūpa 1,masc,dahl; lentil curry; sauce
64736,sūparasa,masc,taste of soup; flavour of curry
65053,sevāla,masc,aquatic plant (used to make garlands); Vallisneria
65056,sevālamālika,adj,garlanded with aquatic plants; aquatic plant garland maker
65141,soceyya 1,nt,purity; purification rites
65366,somanassadomanassa,nt,(mental) pleasure and displeasure; satisfaction and dissatisfaction; happiness and sadness
66057,vatthaguyha,nt,genitals
66545,vassanta,prp,raining; pouring down
67380,viggāhika,adj,quarrelsome; argumentative
68106,vinayavādī,adj,who speaks about the discipline; who speaks in accordance with the training
68717,vimuttamattānaṃ,sandhi,one's freedom from; oneself as free from
69303,visuddhamattānaṃ,sandhi,one's own purification; oneself as purified
69599,vividha 2,masc,shoulder pole for carrying
69794,vīta 1.1,pp,without; free from
69815,vītarāga 2,masc,saint; holy man
