id,pali,pos,meaning
16821,ubhatodaṇḍaka,adj,two-handled; double-handled; with handles on both sides
17156,ussahati 1.1,pr,makes an effort (in); strives (in); actively endeavours (in)
17248,uḷāra 1,adj,excellent; lofty; high; noble
17379,eka 4,adj,only
17382,eka 7,ind,once
17444,ekaja,adj,once born; live born (not from an egg)
17831,ekova,sandhi,alone
18260,okantati,pr,cuts off; carves off; saws off
18440,ocaraka 1,adj,lowlife; mean; rough
19163,kakaca,masc,saw
19846,kathaṃsu,sandhi,how?
20423,kara 1,adj,doing; making
20957,kāma 1,adj,wishing (to); wanting (to); would be delighted (to)
21139,kāyakamma,nt,physical action; bodily act
21654,kiñcarahi,sandhi,what then?; how then?; what exactly?; how is it?; what just?; why?
21669,kiñcetaṃ,sandhi,and what this?
21824,kiriyā 1,fem,act; action; activity; deed; performance
22297,kuto 3,ind,let alone; not to mention; what to say of
22556,kulaputta,masc,son of a good family; respectable young man; young gentleman
22834,kenaci,pron,by anyone; with anyone; by something; with something; with anything; by anything
23994,khvāhaṃ,sandhi,I indeed; I certainly
24623,gahaṭṭha,masc,householder; layperson
24683,gahita 1,pp,got; grasped; grabbed; held; seized; captured; taken
25718,cakkhu 2,nt,eyesight; faculty of seeing
26027,caturaṅga,nt,four factors; four parts
26028,caturaṅgasamannāgata,adj,endowed with four components; four-factored
26130,cattārome,sandhi,these four
26290,carahi,ind,then; therefore; now
26306,caritar,masc,who performs; practitioner (of)
26317,cariya,nt,conduct; behaviour; way of behaving; state of life
26477,cārī 1.1,adj,living; acting; behaving; conducting oneself
26516,cāhaṃ 1,sandhi,and I; but I
26520,ci,ind,some; any
27077,cetaṃ 2,sandhi,if this
27164,cepi,sandhi,even if
27668,chinna 2,pp,cut off; severed
27760,ja 1.1,adj,born (from); produced (by); made (of); caused (by)
27814,jaññā 2,opt,could know; must understand
28366,jāyetha,opt,one oneself could be born (in)
28440,jighacchādubbalya,nt,hunger and weakness
28595,jīvita 2,nt,livelihood; lifestyle; way of life
29376,taṇhānusaya,masc,underlying tendency towards craving; dormant desire
29606,tatra 2,ind,in that case; in that regard; in this matter; in this connection
29631,tatridaṃ,sandhi,in this case this
29731,tad,pron,that thing (subject or object)
29764,tadanuttaraṃ,sandhi,that unsurpassed
29931,tapassī 1,masc,ascetic
30024,tamahaṃ,sandhi,him I; that I
30070,tayidaṃ,sandhi,that so; that like this; exactly that
30195,tasseva 1,sandhi,just for him; even for him; just that alone
30323,tāla 1.1,masc,palm tree; Palmyra
30349,tālāvatthukata,adj,uprooted like a palm tree
30486,tiṭṭhati 1,pr,stands
30771,tiriyaṃ 2,ind,horizontally; width-wise
31376,tyāhaṃ 3,sandhi,I to you; I you
31768,daṇḍaka 1,masc,handle
31981,dayā,fem,compassion (for); kindness (towards); mercy (for); pity (on)
32201,daḷha 1,pp,strong; firm; steady
32476,diṭṭhānusaya,masc,underlying tendency towards views; inherent inclination towards opinions; underlying conceptual beliefs
32568,diṭṭheva dhamme,idiom,in this life; right here right now; in the present
32675,disvāna,abs,having seen
32770,dīghaso,ind,in length; long; lengthwise
32875,dukkha 1,adj,uncomfortable; unpleasant
32937,dukkhamidaṃ,sandhi,this is suffering
34379,dvi,card,two (2)
34391,dvija 1,adj,twice born; born from an egg; oviparous
34490,dveme,sandhi,these two
34635,dhamma 1.10,adj,of such nature; liable (to); prone (to); destined (for)
35104,dhārayati 1,pr,holds; keeps; carries
35158,dhī,ind,shame on you!; woe on him!; damn you!
35564,nadita,pp,roared; made a bold assertion
35833,nayidaṃ 1,sandhi,not this; this (is) not; it (is) not
36198,nāda,masc,roar; bellow; shout
36583,nāssa 2.1,sandhi,not to him; nor for him
37529,nibbattati 1,pr,re-arises; re-appears; regrows; is reborn
38688,nūna 2,ind,could it be?; what if?; shall?; let's?; perhaps?
38738,neta,pron,this (is) not
38817,neso 1,pron,this (is) not
38818,nesohamasmi,sandhi,this is not me; I am not this
38824,neva 2,sandhi,not even; not only
38882,no hetaṃ,idiom,certainly not! definitely not!
38884,no 1.2,ind,(adds a question mark) surely?; didn't?; isn't it?; definitely
39215,paggāha 1,masc,effort; exertion; striving
39537,paccupaṭṭhita 6,pp,established; in place
39739,pajjota 1,masc,lamp; lantern
40276,paṭikkosati,pr,rejects; refuses to accept; disses; disdains
40356,paṭighānusaya 1,masc,underlying tendency to aversion; inherent inclination to resistance
40368,paṭicca 1,ger,dependent; depending (on); contingent (upon); relying (on); because (of); supported (by); on account (of); grounded (on)
41041,paṭivinodetvā,abs,having driven out; having dispelled; having removed; having got rid (of)
41545,paṇidahi,aor,guided; directed; determined; intended; aimed
42210,padūseti,pr,spoils; pollutes; corrupts
42297,panāniccaṃ,sandhi,and transient; and unstable
42308,panāhaṃ,sandhi,but I; then I; and I
42335,panetaṃ,sandhi,and this; but this
42972,paramatapassī,adj,highly ascetic; supremely austere
44058,pariyosāna 1,nt,end; finish; conclusion; culmination
45061,paharati,pr,strikes; beats; gives a blow (to)
45426,pātita,pp,dropped; felled; slain; killed
46763,punareva,sandhi,just again
48906,brahma 4,adj,divine; holy; (comm) highest; distinguished
48921,brahmacariyapariyosāna,nt,perfection of the holy life; ideal of the spiritual path; culmination of the holy life
50100,bhuñjitvā 1,abs,having eaten
50459,makkha 1,masc,depreciating; denigrating; smirching
50993,matthi 1,sandhi,these are my; this is my
51454,maraṇadhammomhi,sandhi,I am liable to die; I am subject to death; death is part of my intrinsic nature
52851,muñcati 2,pr,gets angry (with)
52892,muṇḍaka 2,masc,shaveling; skinhead; baldy
53293,meso,sandhi,this is my
53633,yathāpi,sandhi,just like; just as
53845,yassa 1,pron,to whom; for whom; for whoever; for whatever; for whichever
53847,yassa 3,sandhi,whoever to him
53848,yassatthāya,masc,for which purpose; for which reason
54291,yodha 2.1,sandhi,whoever here; whoever in this regard
54576,rattindiva 1,nt,day and night
54773,raho 1,ind,privately; secretly; in seclusion; alone
54844,rāgānusaya 1,masc,underlying tendency towards desire
55337,rūhati 1,pr,grows; ascends; increases
57120,sacepi,sandhi,even if
57179,sacchikatvā,abs,having personally experienced; having realized for oneself
57723,sattantarā,sandhi,seven (spans) inside
57920,satthusāsana,nt,teacher's instruction; master's teaching
59179,samaṇaka,masc,low ascetic; worthless ascetic
60646,sambhavesī,adj,who is seeking birth
60737,sammadeva 2,sandhi,rightly; correctly; truly
60837,sammāsati 1,fem,right mindfulness; perfect presence; correct awareness
60860,sammāvāyāma 1,masc,correct effort; right striving
60965,sayaṃ,ind,by one's own; oneself; one's own
62508,sārāga,masc,passion; infatuation; attachment to
62611,sāsanakara,adj,following instructions; practising the teaching; complying with orders
62619,sāsapa,masc,mustard; mustard seed
63321,sīhanāda 1,masc,confident assertion; bold statement
63367,su 1,ind,(interrogative & emphatic particle)
63610,sugata 3,adj,standard; commonly accepted; (comm) indication that a given measure is to be multiplied by three
63617,sugatavidatthi,fem,measure of length; standard span; well-gone span; from out-stretched thumb to baby finger; (comm) three hand spans in length
63878,sudaṃ 2,sandhi,indeed this; truly this; surely this
65494,svāssa 1,sandhi,that his; that for him
66468,vasala,masc,outcast; low-caste person
66469,vasalaka,masc,despicable outcast
66829,vāpi 1,sandhi,or even
66883,vāyāma,masc,effort; striving; exertion; endeavour; activity
67954,vidatthi,fem,measure of length; span; length between outstretched thumb and little finger
68333,vipariṇāma,masc,change; alteration; transformation
69645,vihaññati 1,pr,suffers hardship (because of); suffers anguish (from)
69669,viharitukāma,adj,wishing to live
69670,viharituṃ,inf,to live; to stay; to remain
69724,vihiṃsati,pr,hurts; harms; injures; is cruel (towards)
69842,vītināmeti 1,pr,(of time) spends; passes
70149,ve,ind,indeed; truly; really
70984,hantar 1,masc,striker; who hits
71304,hissa 1,sandhi,indeed his; certainly of that; truly his
73107,mano 2,masc,mind; mentality (object)
73785,avatthukata,adj,uprooted
74134,ñāṇūpapanna,adj,possessed of knowledge; having understanding; endowed with wisdom
