id,pali,pos,meaning
57676,satta 2.1,masc,being; living being; creature
58152,santa 1.1,prp,existing; being; there is
58464,sandhāvissaṃ,aor,I wandered; I transmigrated
59128,samagga 1,adj,unified; united; in concord; harmonious; in agreement
59349,samanupassanta,prp,seeing; perceiving
59554,samācare,opt,could perform; would do
60164,sameti 2.2,pr,agrees (with); matches (with); fits (with); fits in (with)
60386,sampassamāna,prp,seeing; observing; considering
60445,sampādetuṃ,inf,to press on; to strive to achieve; to try to accomplish one's purpose
60716,sammata 2,pp,authorized; appointed; assigned; designated (by)
60929,sammodamāna,prp,being friendly; being on good terms
60975,sayāna,prp,lying down
61084,saritvā 1.1,abs,having remembered; having recollected
61389,sahatthā,ind,personally; with one's own hand; by oneself
61784,saṃsāra 1,masc,wandering on; moving on continuously; transmigration; passing from one state of existence to another; stream of existence; cyclic existence
63552,sukhaṃ,ind,easily; comfortably; pleasantly; happily
63744,suññāgāra 1,nt,empty dwelling; uninhabited place
63816,sutta 1.1,pp,sleeping; asleep
63862,sutvā,abs,having heard; having listened (to)
64384,suriya 1,masc,sun
64790,sekkha,masc,trainee; apprentice; learner; (comm) seven stages of a noble person before arahantship
64877,seti 2,pr,sleeps
65271,sotthāna,nt,safety; sanctuary; well-fare; well-being; blessing
65991,vatta 1.1,nt,custom; practice; way of life; behaviour
67337,vigatamiddha,adj,without drowsiness; with no lethargy
68094,vinayadhara,masc,expert in monastic law
68698,vimuccati,pr,is released (from); is free (from)
69295,visuddha 1,pp,cleansed; purified; refined
69635,vivecetuṃ,inf,to separate (from); to dissuade (from)
69748,viheṭhayanta,prp,harming; vexing; annoying; troubling
70035,vutta 2.1,pp,said; told; spoken; mentioned
71050,haritabba,ptp,could be carried; can be taken
71169,hāraka 1,masc,carrier; bearer
