id,pali,pos,meaning
49147,bhagavā,masc,Sublime One; Blessed One; Fortunate One; epithet of the Buddha
49519,bhava 2,masc,being; becoming; existence
51177,manussa,masc,human being; man; person
51202,manussadhamma 1,masc,human state; normal condition
51445,maraṇa,nt,death; dying
52373,māra,masc,death; Death; death personified
53089,mūla 1,nt,(of a tree) root; base; foot
53383,moha 1,masc,illusion; delusion; misapprehension
55044,rukkha 1,masc,tree
55972,loka 1,masc,world; universe; cosmos
56030,lokavidū,masc,who knows the world; who understands the universe; epithet of the Buddha
56117,loma 1,masc,body hair
56768,saṅkhāra 1,masc,intention; volitional formation; choice; karmic activity
56989,saṅgha 1,masc,community; fellowship; monastic order
57194,sacchikiriyā,fem,personal experience (of); intimate experience (of); personal realization (of)
57894,satthā,masc,teacher; master; the Buddha
59177,samaṇa 1,masc,ascetic; renunciant; holy man; monk; recluse
59264,samatikkama,masc,surpassing (of); overcoming (of); going beyond; transcendence
59451,samaya 1.1,masc,time; occasion
60590,sambuddha 1,masc,Awakened One; Buddha; who is wide awake; who has completely understood
60788,sammā 1,ind,completely; thoroughly; fully; totally
60847,sammāsambuddha,masc,perfectly awakened Buddha; fully enlightened being
61469,sahāya,masc,friend; companion; ally; fellow traveller
61506,saḷāyatana 1,nt,"six sense fields; six sense spheres; i.e. eye and forms, ear and sounds, nose and smells, tongue and tastes, body and physical sensations, mind and mental phenomena"
62632,sāvaka,masc,disciple; pupil; follower
63313,sīha 1,masc,lion
63609,sugata 2,masc,Accomplished One; Fortunate One; epithet of the Buddha
64800,sekha 1,masc,trainee; apprentice; learner; initiate; (comm) seven stages of a noble person before arahantship
65088,soka,masc,grief; sorrow; sadness (over)
65095,sokaparideva,masc,sorrow and lamentation; sadness and crying
67631,vijjācaraṇasampanna,adj,endowed with knowledge and conduct; accomplished in understanding and action; perfect in wisdom and moral conduct
67692,viññāṇa 1,nt,awareness; consciousness; cognition; mind; fifth of the five aggregates
68086,vinaya 1,masc,discipline; training
68182,vinipāta,masc,state of suffering; purgatory; underworld
68871,virāga 1.1,masc,fading of desire (for); dispassion (towards); detachment (from); indifference (to)
69329,visesa 1,masc,distinction; attainment; superior state; eminence
70238,vedanā 1,fem,"(pleasant, unpleasant or neutral) felt experience; feeling; feeling tone; sensation; second of the five aggregates"
70807,hattha 1,masc,hand
74544,adhigama 2,masc,attainment; achievement; realization (of)
76068,ābādha 2,masc,affliction; oppression; suffering
78718,bheda 1,masc,breakup; dissolution; destruction (of)
