id,pali,pos,meaning
34766,dhammanimmita,adj,created by the Dhamma; fashioned from the Dhamma
35086,dhānī,fem,seat; capital
38800,nela,adj,polite; gentle; inoffensive
39159,pakkhiya 1,adj,associated with; connected to; siding with
41609,paṇḍitaka,masc,learned little scholar
43815,paribhuñjati 1,pr,uses; makes use of
44647,pasāda 1,masc,inspiration; faith; trust; confidence
45657,pāpimant 3,masc,evil one; evil personified; epithet of Māra
45908,pāsādika 1,adj,pleasing; inspiring confidence
46097,pitaraṃ,masc,father (object)
46891,pubbarattāpararattaṃ,ind,in the first and last part of the night; in the late evening and early morning
47306,pemanīya,adj,endearing; charming
47377,pessa 2,masc,name of a layman
47463,ponobbhavika,adj,conducive to repeated becoming; leading to renewed existence; leading to rebirth
47480,porī,adj,urbane; polite; polished; refined
47634,phalikamaya,adj,made of crystal; made of quartz crystal
48116,bahujanakanta,adj,pleasing to the people; loved by the people
48210,bahussutaka,masc,great little scholar; well learned little man
48661,bodhi 1,fem,awakening; enlightenment
48671,bodhipakkhiya,adj,related to awakening; leading to enlightenment
49156,bhaginī 1,fem,sister
49648,bhāgineyya,masc,nephew; sister's son
49801,bhāvanānuyoga,masc,meditation practice
49802,bhāvanānuyogamanuyutta,adj,devoted to meditation practice; engaged in mental cultivation
50105,bhutta 3,nt,eating
51668,mahākassapa,masc,name of an arahant monk; great disciple of the Buddha; foremost disciple in preaching ascetic practices
52176,mātaraṃ,fem,mother (object)
53942,yāti 1,pr,goes; goes to; goes forward; proceeds; travels
54537,ratta 1.1,nt,day; night
54901,rājadhānī,fem,royal city; capital city
55320,rūpiyamaya,adj,silver; made of silver
55344,re,ind,(expressing contempt) hey!; oh!
57942,sadara,adj,terrible; fearful; frightful; troublesome
57972,sadda 1,masc,sound; noise
57994,saddamanussāvesi,aor,proclaimed aloud; announced aloud
59844,samita 1.1,pp,calmed; cooled; tranquillised
61559,saṃkilesika,adj,defiling; dirtying; tainting; corrupting
62325,sāmaṇera,masc,novice; apprentice monk
62332,sāmaṇerī,fem,female novice; female apprentice nun
62722,sikkhamānā,fem,nun-in-training; female probationer
62903,siniddha 3,pp,smooth; soft; gentle; mild
64688,sūci 1,fem,needle; any sharp pointed object
64695,sūcikāra,masc,needle maker
64708,sūcivāṇijaka,masc,needle peddler
65279,sotthiya,masc,learned Brahman; one well versed in sacred knowledge; theologian
65423,sovaṇṇamaya,adj,golden; made of gold
65895,vaṇṇa 1.02,masc,colour
66688,vācasika 2,nt,verbal conduct
66730,vāṇijaka,masc,pedlar
67131,vikappetvā,abs,(vinaya) having assigned ownership; having transferred ownership; having shared ownership
68375,vipassaka,adj,who has clear insight; who perceives distinctly
70126,vūpakāsa,masc,seclusion; solitude; isolation; withdrawal
70402,veyaggha,adj,belonging to a tiger; regarding a tiger; with a tiger
70403,veyagghapañcama,adj,with tiger as the fifth; (comm) with the path of tiger
70516,vevaṇṇiya 1,nt,change of appearance; change of social order; state of having no caste
70552,veḷuriyamaya,adj,made of cat's eye; made of precious stone
70874,hatthāroha 1,masc,elephant rider; mahout
70876,hatthārohaputta 1,masc,elephant rider's son; mahout's child
70939,hatthī 1,masc,elephant
70947,hadaya 1,nt,heart
70952,hadayaṅgama,adj,heart warming; touching the heart; heartfelt
70988,hantvā 1,abs,having killed; having slain
71824,pubbaratta,nt,earlier part of the night; first third of the night; 6pm to 10pm
71825,apararatta,nt,later part of the night; last third of the night; 2am to 6am
78549,nisevita 4,nt,practise; pursuit; cultivation
