id,pali,pos,meaning
50332,bhoga 1.1,masc,wealth; possessions; property; riches
51141,manāpa 2,nt,pleasant experience; something nice
51451,maraṇadhamma,adj,subject to death; liable to die; having death intrinsic to one's nature
52013,mahāvana 1,nt,name of a forest outside Vesālī
52527,migajāta,masc,type of deer; species of deer; (comm) herd of deer
52822,muccati 1.1,pr,is free (from); becomes free (from); is released (from)
53090,mūla 2,nt,source; origin; root
53307,moggallāna 1,masc,name of a monk; chief disciple; great disciple of the Buddha; foremost disciple in psychic power
53542,yattha,ind,wherever; where; when; in which
53888,yaṃnūnāhaṃ,sandhi,what if I were to; let me; I shall; perhaps I
54046,yāvadeva,sandhi,as much as; only as much as; only as far as
54208,yo,pron,whoever; whatever; whichever
54210,yo pana bhikkhu,idiom,and a monk who; but whichever monastic
54409,rajakkha,adj,with dirt in the eye
54956,rājāno,masc,authorities; officers
58858,sabbadā,ind,always; at all times
59599,samādāya 2,ger,undertaking; taking up; accepting
60885,sammukhā,ind,face to face (with); in front (of); in the presence (of)
62417,sāyitvā,abs,having tasted
62455,sāraṇīya 1.1,ptp,polite; pleasant; charming; (comm) fit to be remembered
62546,sāruppa,adj,suitable (for); proper (for); appropriate (for)
62982,siyaṃ,opt,I could be; may I be; I might be; I should be
62985,siyā 2,opt,there could be
62986,siyuṃ,opt,they would be; there could be
63071,sivathikā,fem,charnel ground
64905,senā,fem,army; military
65589,vacanapatha,masc,way of saying things; mode of expression; manner of speech
65726,vajjavant,adj,at fault; in error; with mistakes
65996,vattati 1,pr,proceeds; continues; goes forward; practices
67347,vigatābhijjha,adj,without greed; free from covetousness
69663,viharanta,prp,living (in); dwelling (in); staying (at); remaining (in); continuing (in)
70966,hanati 3,pr,punishes; flogs; beats
71011,harati 2,pr,takes; steals; robs
75481,pūjā 1,fem,veneration (of); homage (to); honouring
75649,adhigaccheyya 2,opt,would experience; would feel
78050,amanāpa 2,nt,unpleasant experience; something disagreeable
