id,pali,pos,meaning
28813,jhāyati 1.2,pr,meditates; contemplates
28910,ñāti,masc,family; relative; kinsman
29171,ḍeti,pr,flies; flies up
29236,taca 1,masc,(of a humna) skin
29660,tathā,ind,so; thus; in such a way; likewise; similarly
30066,tayā 1,pron,by you; with you
30152,tasmiṃ samaye,idiom,then; on that occasion; at that time
30216,taṃ 1.2,pron,him; her; one; that person; that thing
31024,tumhākaṃ 3,pron,of you all; yours
31027,tumhe 2,pron,(object) you all
31108,tuvaṃ 1,pron,you
31138,te 2.3,pron,for you; to you
31139,te 2.4,pron,your; of you
32103,dassati 1.1,fut,will give (something to)
32162,dava 1.1,masc,fun; joke; play; sport; pleasure
32254,dāna 1.2,nt,alms; almsfood
32876,dukkha 2,adj,painful
33987,desita 1,pp,preached (by); taught (by); explained (by); instructed (by)
34539,dhana 1,nt,wealth; riches; treasure
35137,dhāressati,fut,will bear in mind; will keep in mind; will remembers
35345,na 1,ind,no; not; neither; nor
36019,naṃ,pron,him; her; it; one; that
36396,nābhijānāti 1,pr,does not know; does not understand
38161,nisajjā 1,fem,sitting; sitting down
38743,neti 1.1,pr,leads; carries away; takes away
38823,neva 1,sandhi,neither; not
38883,no 1.1,ind,no; not
38886,no 2.1,pron,us (object)
38888,no 2.3,pron,for us; to us
38889,no 2.4,pron,our
39162,pakkhī 1,masc,bird
39211,paggahetvā 2,abs,having raised up; having lifted up
39300,paccakkhāna,nt,denial; refusal; rejection
39600,pacchā 1,ind,afterwards; later; in the future
40131,pañha 2,masc,question; enquiry
40897,paṭisaṃvedī,adj,experiencing; feeling; sensitive to
41510,paṭhavī,fem,earth; ground
42686,pamāda 1,masc,carelessness; negligence; heedlessness
42705,pamādi,aor,was careless (about); neglected; was negligent (with); was heedless (about)
43547,paridevi,aor,mourned; lamented; wailed
44133,parisuddha 1,pp,clean; pure; bright; perfect
44776,passasissati,fut,will exhale; will breathe out
45133,pahīna,pp,abandoned; dispelled; eliminated; removed; given up
45462,pāturahosi,aor,appeared; manifested
45580,pāpaka 1.1,adj,bad; wicked; evil; wrong; worthless; harmful
45676,pāpeti 1.1,pr,helps to reach; brings (to); leads (to)
45726,pāra 1.1,nt,far side; far shore; bank on the other side (of); epithet of Nibbāna
46392,pīti 1.1,fem,delight; heartfelt joy; pleasure; feeling of love
46397,pītipaṭisaṃvedī,adj,experiencing heartfelt joy; feeling delight; sensitive to happiness
46492,pucchi,aor,asked; enquired; questioned (somebody about)
46781,puppha 1,nt,flower
47718,phāsu 2,masc,ease (for); comfort (for)
48789,byākarissati,fut,will explain; will define; will describe
49006,brahmasama,adj,holy; divine; equal to Brahma; like god almighty
49622,bhavissati 1,fut,could be; should be
49937,bhikkhusahassa,nt,one thousand monks
50370,bhogī 1.1,adj,enjoying; using; experiencing; partaking in
50879,maṇḍana,nt,adorning; embellishing; beautifying oneself
51004,mada 1,masc,excess; pleasure; indulgence
51387,mama 2,pron,my; mine; of me
51391,mamaccayena,ind,after my passing away; after my death; when I am gone
51427,mayaṃ 1,pron,we
51429,mayā 1,pron,by me; with me
51609,mahapphala,adj,of great fruit; yielding good results
51943,mahāsamudda,masc,great sea; vast ocean
52100,maṃ 1,pron,me (object)
52123,mā ahuvattha,idiom,(you all) don't be
52124,mā ahesuṃ,idiom,may they not be; may they not exist
52125,mā ahosi,idiom,let it not be; may it not exist (for)
52127,mā kho tumhe eso ajesi,idiom,don't let this person defeat you
52128,mā pacchā vippaṭisārino ahuvattha,idiom,don't have remorse later!; don't regret it later
52129,mā pamādattha,idiom,you (all) mustn't be careless!; don't be negligent!
52131,mā 1.1,ind,do not; may one not; don't let
52135,mākāsi,aor,do not make; do not create; don't do
52532,migadāya 1,masc,name of a park outside Bārāṇasī
53165,me 3,pron,to me; for me
53167,me 5,pron,my; mine
53575,yathā 1,ind,like; as; as per; according to; how; in whatever way
53582,yathākammaṃ 1,ind,according to one's deeds
53824,yasassī 1,adj,famous; renowned; illustrious; celebrated
53912,yācati 1,pr,asks; requests; begs (someone for)
54023,yāvataka,adj,as much as; as long as; as big as; as far as
54024,yāvatako ahosi kathāsallāpo,idiom,whatever conversation occurred there
54498,raṭṭhapāla,masc,name of an arahant monk
55151,rūpa 1,nt,matter; material thing; materiality; experience of material world; physical objects of consciousness; first of the five aggregates
56363,sakuṇa,masc,bird
57160,saccaṃ,ind,truly; really
57518,saṇṭhapeti,pr,makes stable; steadies; establishes
58108,saddhiṃ,ind,together (with); with
59068,sabrahmacārī,masc,fellow monk; spiritual companion
60048,samudda,masc,sea; ocean
61086,sarīra 1,nt,body
61362,saha 1.2,ind,with; together (with); accompanied (by)
61676,saṃyoga 2,masc,attachment; association; involvement
62712,sikkhati 2,pr,trains (in); trains (for the purpose of); practices (for the sake of); practice (to)
63641,suggati,fem,state of happiness; good destination; heaven
65135,soci,aor,grieved; was sad
65333,sobhati 2,pr,looks beautiful (in)
65360,somanassa,nt,(mental) pleasure; happiness; gladness; joy; positive state of mind
66053,vattha 1.1,nt,cloth; clothes; robe
66444,vasa 1.2,masc,control (over); authority (over); power (over); mastery (over)
66480,vasaṃ gacchati,idiom,follows the lead (of); submits to the control (of); falls under the power (of)
66809,vādī 1,adj,speaking; saying; telling
68472,vippaṭisārī,adj,remorseful; regretful; repentant; sorry
68643,vibhūsana,nt,decorating; adorning
69209,visaṃyoga 1,masc,detachment (from); separation (from)
70328,vedeti 1,pr,feels; experiences; senses
70561,vo 1.3,pron,by you all; with you all
70562,vo 1.4,pron,to you all; for you all
70563,vo 1.5,pron,of you all; your
71212,hi 1,ind,indeed; certainly; truly; definitely
71224,hita 3,nt,welfare (of); good (of); benefit (of); blessing
71489,hotu 1,imp,may it be (for)!
