id,pali,selected_pali_word,sutta_number,sutta_name,class_example
13809,iminā,iminā,sn35.232,koṭṭhikasuttaṃ,"<b>iminā</b>'p'etaṃ, āvuso, pariyāyena veditabbaṃ yathā na cakkhu rūpānaṃ saṃyojanaṃ, na rūpā cakkhussa saṃyojanaṃ, yañ'ca tattha tadubhayaṃ paṭicca uppajjati chandarāgo taṃ tattha saṃyojanaṃ"
13415,iṭṭha 1.1,iṭṭhā,sn35.118,sakkapañhasuttaṃ,"santi, bhikkhave, cakkhuviññeyyā rūpā <b>iṭṭhā</b> kantā manāpā piyarūpā kām'ūpasaṃhitā rajanīyā."
19956,kanta 1.1,kantā,sn35.118,sakkapañhasuttaṃ,"santi, bhikkhave, cakkhuviññeyyā rūpā iṭṭhā <b>kantā</b> manāpā piyarūpā kām'ūpasaṃhitā rajanīyā."
20732,kasambu,,sn35.241,paṭhamadārukkhandhopamasuttaṃ,"idha, bhikkhu, ekacco dussīlo hoti pāpadhammo asucisaṅkassarasamācāro paṭicchannakamm'anto assamaṇo samaṇapaṭiñño abrahmacārī brahmacāripaṭiñño antopūti avassuto <b>kasambu</b>jāto."
20736,kasambujāta,kasambujāto,sn35.241,paṭhamadārukkhandhopamasuttaṃ,"idha, bhikkhu, ekacco dussīlo hoti pāpadhammo asucisaṅkassarasamācāro paṭicchannakamm'anto assamaṇo samaṇapaṭiñño abrahmacārī brahmacāripaṭiñño antopūti avassuto <b>kasambujāto</b>."
21621,kiccakaraṇīya,kiccakaraṇīyesu,sn35.241,paṭhamadārukkhandhopamasuttaṃ,"idha, bhikkhu, gihīhi saṃsaṭṭho viharati sahanandī sahasokī, sukhitesu sukhito, dukkhitesu dukkhito, uppannesu <b>kiccakaraṇīyesu</b> attanā tesu yogaṃ āpajjati."
55643,labheyyāhaṃ,labheyy'āhaṃ,sn35.241,paṭhamadārukkhandhopamasuttaṃ,"<b>labheyy'āhaṃ</b>, bhante, bhagavato santike pabbajjaṃ, labheyyaṃ upasampadan'ti."
50639,maccha,maccho,sn35.230,bāḷisikopamasuttaṃ,"evaṃ hi so, bhikkhave, <b>maccho</b> gilitabaḷiso bāḷisikassa, anayaṃ āpanno byasanaṃ āpanno yathākāmakaraṇīyo bāḷisikassa."
51680,mahākoṭṭhika,mahākoṭṭhiko,sn35.232,koṭṭhikasuttaṃ,ekaṃ samayaṃ āyasmā ca sāriputto āyasmā ca <b>mahākoṭṭhiko</b> bārāṇasiyaṃ viharanti isipatane migadāye.
51140,manāpa 1,manāpā,sn35.118,sakkapañhasuttaṃ,"santi kho, devānam'inda, cakkhuviññeyyā rūpā iṭṭhā kantā <b>manāpā</b> piyarūpā kām'ūpasaṃhitā rajanīyā."
38340,nissita 1,nissitaṃ,sn35.118,sakkapañhasuttaṃ,"tañ'ce bhikkhu abhinandati abhivadati ajjhosāya tiṭṭhati, tassa taṃ abhinandato abhivadato ajjhosāya tiṭṭhato tan'<b>nissitaṃ</b> viññāṇaṃ hoti tadupādānaṃ."
45140,pahīyati 1.1,pahīyati,sn35.53,avijjāpahānasuttaṃ,"cakkhuṃ kho, bhikkhu, aniccato jānato passato avijjā <b>pahīyati</b>, vijjā uppajjati."
40109,paññāvimutti,paññāvimutti,sn35.247,chappāṇakopamasuttaṃ,"upaṭṭhitakāyassati ca viharati appamāṇacetaso, tañ'ca cetovimuttiṃ <b>paññāvimuttiṃ</b> yathābhūtaṃ pajānāti yatth'assa te uppannā pāpakā akusalā dhammā aparisesā nirujjhanti."
40082,paññāyetha,paññāyetha,sn35.232,koṭṭṭhikasuttaṃ,"cakkhu vā, āvuso, rūpānaṃ saṃyojanaṃ abhavissa, rūpā vā cakkhussa saṃyojanaṃ, na'y'idaṃ brahmacariyavāso <b>paññāyetha</b> sammā dukkhakkhayāya."
45606,pāpadhamma 1,pāpadhammo,sn35.241,paṭhamadārukkhandhopamasuttaṃ,"idha, bhikkhu, ekacco dussīlo hoti <b>pāpadhammo</b> asucisaṅkassarasamācāro paṭicchannakamm'anto assamaṇo samaṇapaṭiñño abrahmacārī brahmacāripaṭiñño antopūti avassuto kasambujāto."
45726,pāra 1.1,pāraṅ,sn35.228,paṭhamasamuddasuttaṃ,tiṇṇo <b>pāraṅ</b>'gato thale tiṭṭhati brāhmaṇo.
40385,paṭicchannakammanta,paṭicchannakamm'anto,sn35.241,paṭhamadārukkhandhopamasuttaṃ,"idha, bhikkhu, ekacco dussīlo hoti pāpadhammo asucisaṅkassarasamācāro <b>paṭicchannakamm'anto</b> assamaṇo samaṇapaṭiñño abrahmacārī brahmacāripaṭiñño antopūti avassuto kasambujāto."
40896,paṭisaṃvediyetha,paṭisaṃvediyetha,sn35.247,chappāṇakopamasuttaṃ,"evaṃ hi so, bhikkhave, puriso bhiyyosomattāya tatonidānaṃ dukkhaṃ domanassaṃ <b>paṭisaṃvediyetha</b>."
46170,piya 1,,sn35.118,sakkapañhasuttaṃ,"santi kho, devānam'inda, cakkhuviññeyyā rūpā iṭṭhā kantā manāpā <b>piya</b>rūpā kām'ūpasaṃhitā rajanīyā."
54511,rata,ratā,sn35.136,paṭhamarūpārāmasuttaṃ,"rūp'ārāmā, bhikkhave, devamanussā rūpa<b>ratā</b> rūpasammuditā. rūpavipariṇāmavirāganirodhā dukkhaṃ, bhikkhave, devamanussā viharanti."
61401,sahanandī,sahanandī,sn35.241,paṭhamadārukkhandhopamasuttaṃ,"idha, bhikkhu, gihīhi saṃsaṭṭho viharati <b>sahanandī</b> sahasokī, sukhitesu sukhito, dukkhitesu dukkhito, uppannesu kiccakaraṇīyesu attanā tesu yogaṃ āpajjati."
61429,sahasokī,sahasokī,sn35.241,paṭhamadārukkhandhopamasuttaṃ,"idha, bhikkhu, gihīhi saṃsaṭṭho viharati sahanandī <b>sahasokī</b>, sukhitesu sukhito, dukkhitesu dukkhito, uppannesu kiccakaraṇīyesu attanā tesu yogaṃ āpajjati."
59555,samācāra,samācāro,sn35.247,chappāṇakopamasuttaṃ,ayaṃ so āyasmā evaṃkārī evaṃ<b>samācāro</b> asucigāmakaṇṭako'ti.
59193,samaṇapaṭiñña,samaṇapaṭiñño,sn35.241,paṭhamadārukkhandhopamasuttaṃ,"idha, bhikkhu, ekacco dussīlo hoti pāpadhammo asucisaṅkassarasamācāro paṭicchannakamm'anto assamaṇo <b>samaṇapaṭiñño</b> abrahmacārī brahmacāripaṭiñño antopūti avassuto kasambujāto."
62361,sāmika 1,sāmikānaṃ,sn35.241,paṭhamadārukkhandhopamasuttaṃ,"niyyāteh'eva tvaṃ, nanda, <b>sāmikānaṃ</b> gāvo'ti."
56633,saṅkassara,saṅkassara,sn35.241,paṭhamadārukkhandhopamasuttaṃ,"idha, bhikkhu, ekacco dussīlo hoti pāpadhammo asuci<b>saṅkassara</b>samācāro paṭicchannakamm'anto assamaṇo samaṇapaṭiñño abrahmacārī brahmacāripaṭiñño antopūti avassuto kasambujāto."
58273,santiṭṭhati 1,santiṭṭhati,sn35.246,vīṇopamasuttaṃ,"evam'eva kho, bhikkhave, yato kho bhikkhuno chasu phass'āyatanesu cittaṃ udujitaṃ hoti sudujitaṃ, ajjhattam'eva <b>santiṭṭhati</b> sannisīdati ekodi hoti samādhiyati."
62511,sārāṇīya,sārāṇīyaṃ,sn35.232,koṭṭhikasuttaṃ,upasaṅkamitvā āyasmatā sāriputtena saddhiṃ sammodi. sammodanīyaṃ kathaṃ <b>sārāṇīyaṃ</b> vītisāretvā ekam'antaṃ nisīdi.
62518,sāriputta,sāriputto,sn35.232,koṭṭhikasuttaṃ,ekaṃ samayaṃ āyasmā ca <b>sāriputto</b> āyasmā ca mahākoṭṭhiko bārāṇasiyaṃ viharanti isipatane migadāye.
63455,sukha 1,sukhaṃ,sn35.24,pahānasuttaṃ,yam'p'idaṃ cakkhusamphassapaccayā uppajjati vedayitaṃ <b>sukhaṃ</b> vā dukkhaṃ vā adukkham'asukhaṃ vā tam'pi pahātabbaṃ.
29835,tadubhaya,tadubhayaṃ,sn35.232,koṭṭhikasuttaṃ,"na cakkhu rūpānaṃ saṃyojanaṃ, na rūpā cakkhussa saṃyojanaṃ, yañ'ca tattha <b>tadubhayaṃ</b> paṭicca uppajjati chandarāgo taṃ tattha saṃyojanaṃ."
29295,tañ'ca 1,,sn35.247,chappāṇakopamasuttaṃ,"anupaṭṭhitakāyassati ca viharati parittacetaso, <b>tañ'ca</b> cetovimuttiṃ paññāvimuttiṃ yathābhūtaṃ nappajānāti yatth'assa te uppannā pāpakā akusalā dhammā aparisesā nirujjhanti"
29301,tañce,tañ'ce,sn35.118,sakkapañhasuttaṃ,"<b>tañ'ce</b> bhikkhu abhinandati abhivadati ajjhosāya tiṭṭhati, tassa taṃ abhinandato abhivadato ajjhosāya tiṭṭhato tan'nissitaṃ viññāṇaṃ hoti tadupādānaṃ."
14881,udakarahada,udakarahade,sn35.230,bāḷisikopamasuttaṃ,"seyyathā'pi, bhikkhave, bāḷisiko āmisagatabaḷisaṃ gambhīre <b>udakarahade</b> pakkhipeyya."
16164,upasaṃhita 1,,sn35.118,sakkapañhasuttaṃ,"santi kho, devānam'inda, cakkhuviññeyyā rūpā iṭṭhā kantā manāpā piyarūpā kām'<b>ūpasaṃhitā</b> rajanīyā."
67580,vijānāti 1,vijānāti,sn35.232,koṭṭhikasuttaṃ,"saṃvijjati kho, āvuso, bhagavato mano. <b>vijānāti</b> bhagavā manasā dhammaṃ."
67804,viññeyya 2,viññeyyā,sn35.118,sakkapañhasuttaṃ,"santi kho, devānam'inda, cakkhu<b>viññeyyā</b> rūpā iṭṭhā kantā manāpā piyarūpā kām'ūpasaṃhitā rajanīyā."
54177,yenāyasmā,yen'āyasmā,sn35.70,upavāṇasandiṭṭhikasuttaṃ,atha kho āyasmā mahākoṭṭhiko sāy'anhasamayaṃ paṭisallānā vuṭṭhito <b>yen'āyasmā</b> sāriputto ten'upasaṅkami.
