id,pali,selected_pali_word,class_source,extra,class_example,english_translation
2569,attānaṃ,attānaṃ,DHP88,yes,"tatra abhiratiṃ iccheyya, hitvā kāme akiñcano, pariyodapeyya <b>attānaṃ</b>, cittaklesehi paṇḍito.","A wise person, possession-less, would wish for pleasure in that place, having abandoned sensual pleasures, he would purify himself from mental defilements."
3462,anagāriya 1,anagāriyaṃ,MN27 (simpl),,yan'nūn'āhaṃ kesamassuṃ ohāretvā kāsāyāni vatthāni acchādetvā agārasmā <b>anagāriyaṃ</b> pabbajeyyāmi,"Having shaved hair and beard, and having clothed myself in brown robes, let me go forth from the household life to homelessness. [What if I shave hair and beard, clothe myself in brown robes and go forth?]"
3499,anañña,anaññaṃ,VIN PAT PC 42,,"ekakassa me kathā vā nisajjā vā phāsu hotī'ti, etaṃ eva paccayaṃ karitvā <b>anaññaṃ</b>, pācittiyaṃ.","""There is ease for me talking or sitting down by myself;"" having made this just for that reason, [and] no other, [this is] an offence requiring confession."
4084,anāvikatvā,anāvikatvā,VIN PAT PA 1,,yo pana bhikkhu sikkhaṃ apaccakkhāya dubbalyaṃ <b>anāvikatvā</b> methunaṃ dhammaṃ paṭiseveyya pārājiko hoti asaṃvāso,"And whichever monk, not renouncing the training, and not having disclosed his weakness, should engage in sexual activity, (that monk) is defeated and excommunicated."
4225,animitta 1,animittāya,MN43,,"dve kho, āvuso, paccayā <b>animittāya</b> cetovimuttiyā samāpattiyā, sabbanimittānaṃ ca amanasikāro, animittāya ca dhātuyā manasikāro.","Friend, [there are] indeed two supporting conditions for the attainment of the signless liberation of mind: non-attention to all objects and attention to the signless state."
5178,anulometi 2,anulometi,AN5.207,,"khuddaṃ paṭihanati, pipāsaṃ paṭivineti, vātaṃ <b>anulometi</b>, vatthiṃ sodheti, ām'āvasesaṃ pāceti. ime kho, bhikkhave, pañca ānisaṃsā yāguyā.","It wards off hunger, dispels thirst, settles wind, purifies the bladder, [and] digests remnants of undigested food. Indeed, monks, these are the five benefits of rice porridge."
5559,anoka 1,anokaṃ,DHP87 (simpl),,"kaṇhaṃ dhammaṃ vippahāya, sukkaṃ bhāve paṇḍito, okā <b>anokaṃ</b> āgamma, viveke yattha dūramaṃ.","A wise person, completely abandoning dark qualities, would cultivate pure [qualities], coming from home to homelessness, [living] in seclusion, where [it is] difficult to find delight."
5563,anokamāgamma,anokaṃ,DHP87 (simpl),,"kaṇhaṃ dhammaṃ vippahāya, sukkaṃ bhāve paṇḍito, okā <b>anokaṃ</b> āgamma, viveke yattha dūramaṃ.","A wise person, completely abandoning dark qualities, would cultivate pure [qualities], coming from home to homelessness, [living] in seclusion, where [it is] difficult to find delight."
5672,antamaso 1,antamaso,VIN1.3.1,,"mātugāmo nāma manuss'itthī, na yakkhī na petī na tiracchānagatā. <b>antamaso</b> tad'ahujātā api dārikā, pag'eva mahattarī.","[What] is called a woman [is] a human female, neither female demon nor female ghost nor female animal, even a girl born that very day, to say nothing of [one] older."
6314,aparājita 1,aparājitā,SNP16,yes,"etādisāni katvāna, sabbattha <b>aparājitā</b>, sabbattha sotthiṃ gacchanti","Having done [things] of this kind, victorious everywhere, they go everywhere safely."
6398,apariyādinna 1,apariyādinnā,SN15.1,,"ayaṃ me mātā, tassā me mātu ayaṃ mātā iti, <b>apariyādinnā</b> eva bhikkhave, tassa purisassa mātumātaro assu.","""This [is] my mother, this [is] the mother of my mother""; [the sequence] of that man's mothers' mothers would not even be exhausted."
6658,api 1.2,,,,,
6663,api 1.7,api,VIN1.3.1,,"mātugāmo nāma manuss'itthī, na yakkhī na petī na tiracchānagatā. antamaso tad'ahujātā <b>api</b> dārikā, pag'eva mahattarī.","[What] is called a woman [is] a human female, neither female demon nor female ghost nor female animal, even a girl born that very day, to say nothing of [one] older."
6780,appaccakkhāya,apaccakkhāya,VIN PAT PA 1,,yo pana bhikkhu sikkhaṃ <b>apaccakkhāya</b> dubbalyaṃ anāvikatvā methunaṃ dhammaṃ paṭiseveyya pārājiko hoti asaṃvāso,"And whichever monk, not renouncing the training, and not having disclosed his weakness, should engage in sexual activity, (that monk) is defeated and excommunicated."
7371,abbhetabba,abbhetabbo,VIN PAT SA,,ciṇṇamānatto bhikkhu yattha siyā vīsatigaṇo bhikkhusaṅgho tattha so bhikkhu <b>abbhetabbo</b>.,"A monk who has performed penance, where there could be a community of twenty monks, in that place he should be rehabilitated."
7555,abhikkanta 3,abhikkantāya,SN1.39,,atha kho pajjunnassa dhītā <b>abhikkantāya</b> rattiyā abhikkantavaṇṇā kevalakappaṃ mahāvanaṃ obhāsetvā,"And then, when the night had progressed, the daughter of the god of rain, stunningly beautiful, having illuminated almost the entire great wood [approached the Blessed One]."
7559,abhikkantavaṇṇa,abhikkantavaṇṇā,SN1.39,,atha kho pajjunnassa dhītā abhikkantāya rattiyā <b>abhikkantavaṇṇā</b> kevalakappaṃ mahāvanaṃ obhāsetvā,"And then, when the night had progressed, the daughter of the god of rain, stunningly beautiful, having illuminated almost the entire great wood [approached the Blessed One]."
7561,abhikkantāya rattiyā,abhikkantāya rattiyā,SN1.39,,atha kho pajjunnassa dhītā <b>abhikkantāya rattiyā</b> abhikkantavaṇṇā kevalakappaṃ mahāvanaṃ obhāsetvā,"And then, when the night had progressed, the daughter of the god of rain, stunningly beautiful, having illuminated almost the entire great wood [approached the Blessed One]."
7658,abhijjhādomanassa,abhijjhādomanassaṃ,DN22.1,,dhammesu dhammānupassī viharati ātāpī sampajāno satimā vineyya loke <b>abhijjhādomanassaṃ</b>,"One who watches mental phenomena lives among the phenomena ardent, knowing clearly, mindful, removing craving and mental suffering towards the world."
8079,abhirati,abhiratiṃ,DHP88,yes,"tatra <b>abhiratiṃ</b> iccheyya, hitvā kāme akiñcano, pariyodapeyya attānaṃ, cittaklesehi paṇḍito.","A wise person, possession-less, would wish for pleasure in that place, having abandoned sensual pleasures, he would purify himself from mental defilements."
8498,amanasikāra 1,amanasikāro,MN43,,"dve kho, āvuso, paccayā animittāya cetovimuttiyā samāpattiyā, sabbanimittānaṃ ca <b>amanasikāro</b>, animittāya ca dhātuyā manasikāro.","Friend, [there are] indeed two supporting conditions for the attainment of the signless liberation of mind: non-attention to all objects and attention to the signless state."
8844,arañña,araññe,SN12.61,,seyyathāpi makkaṭo <b>araññe</b> sākhaṃ gaṇhati taṃ muñcitvā aññaṃ gaṇhati taṃ muñcitvā aññaṃ gaṇhati,"Just like a monkey in the forest [who] grabs hold of a branch, releases it, then grabs hold of another and after releasing it, grabs hold of another."
9588,asammosa 1,asammosāya,DN22.18,yes,uppannānaṃ kusalānaṃ dhammānaṃ ṭhitiyā <b>asammosāya</b> bhiyyobhāvāya vepullāya bhāvanāya pāripūriyā chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati,"He strives, applies [his] mind, arouses effort, exerts himself, [and] generates approval for the non-confusion, increase by development, persistence, maturity, and completion of wholesome qualities that have arisen."
9654,asaṃvāsa 1,asaṃvāso,VIN PAT PA 1,,yo pana bhikkhu sikkhaṃ apaccakkhāya dubbalyaṃ anāvikatvā methunaṃ dhammaṃ paṭiseveyya pārājiko hoti <b>asaṃvāso</b>,"And whichever monk, not renouncing the training, and not having disclosed his weakness, should engage in sexual activity, (that monk) is defeated and excommunicated."
9876,asesaṃ,asesaṃ,SNP56,yes,"yattha nāmaṃ ca rūpaṃ ca <b>asesaṃ</b> uparujjhati, viññāṇassa nirodhena, ettha etaṃ uparujjhati.","Wherever name and form is completely ended, here this thing is ended by means of the cessation of consciousness."
10795,avoca,,,,,
11224,āgamma 1,āgamma,DHP87 (simpl),,"kaṇhaṃ dhammaṃ vippahāya, sukkaṃ bhāve paṇḍito, okā anokaṃ <b>āgamma</b>, viveke yattha dūramaṃ.","A wise person, completely abandoning dark qualities, would cultivate pure [qualities], coming from home to homelessness, [living] in seclusion, where [it is] difficult to find delight."
11470,ātāpī,ātāpī,DN22.1,,dhammesu dhammānupassī viharati <b>ātāpī</b> sampajāno satimā vineyya loke abhijjhādomanassaṃ,"One who watches mental phenomena lives among the phenomena ardent, knowing clearly, mindful, removing craving and mental suffering towards the world."
11525,ādāya 4,ādāya,VIN PAT SA 11 (simpl),,dhammavādī ca eso bhikkhu vinayavādī ca eso bhikkhu amhākaṃ ca eso bhikkhu chandaṃ ca ruciṃ ca <b>ādāya</b> voharati,"This monk who speaks according to the Dhamma, and this monk who speaks according to the Vinaya, speaks according to (i.e. in accordance with) our preference and approval"
11774,ānisaṃsa 1,ānisaṃsā,AN5.207,,"khuddaṃ paṭihanati, pipāsaṃ paṭivineti, vātaṃ anulometi, vatthiṃ sodheti, ām'āvasesaṃ pāceti. ime kho, bhikkhave, pañca <b>ānisaṃsā</b> yāguyā.","It wards off hunger, dispels thirst, settles wind, purifies the bladder, [and] digests remnants of undigested food. Indeed, monks, these are the five benefits of rice porridge."
12037,ābhujitvā,ābhujitvā,MN118,,"idha bhikkhu pallaṅkaṃ <b>ābhujitvā</b>, ujuṃ kāyaṃ paṇidhāya, parimukhaṃ satiṃ upaṭṭhapetvā.","Here, a monk, having folded [his legs] in the cross-legged sitting position, directing [his] body [to sit] erectly, he establishes mindfulness as first priority."
12113,āmāvasesa,ām'āvasesaṃ,AN5.207,,"khuddaṃ paṭihanati, pipāsaṃ paṭivineti, vātaṃ anulometi, vatthiṃ sodheti, <b>ām'āvasesaṃ</b> pāceti. ime kho, bhikkhave, pañca ānisaṃsā yāguyā.","It wards off hunger, dispels thirst, settles wind, purifies the bladder, [and] digests remnants of undigested food. Indeed, monks, these are the five benefits of rice porridge."
12391,ārabhati 1.1,ārabhati,DN22.18,yes,uppannānaṃ kusalānaṃ dhammānaṃ ṭhitiyā asammosāya bhiyyobhāvāya vepullāya bhāvanāya pāripūriyā chandaṃ janeti vāyamati vīriyaṃ <b>ārabhati</b> cittaṃ paggaṇhāti padahati,"He strives, applies [his] mind, arouses effort, exerts himself, [and] generates approval for the non-confusion, increase by development, persistence, maturity, and completion of wholesome qualities that have arisen."
12763,āsana 1,āsanā,UD45,,āyasmā ānando uṭṭhāya <b>āsanā</b> ekaṃsaṃ uttarāsaṅgaṃ karitvā yena bhagavā tenañjaliṃ paṇāmetvā bhagavantaṃ etadavoca.,"Venerable Ananda, rising from his seat and adjusting his upper robe over one shoulder, stretched out his palms towards the Blessed One and said this."
13354,icchati 1.1,iccheyya,DHP88,yes,"tatra abhiratiṃ <b>iccheyya</b>, hitvā kāme akiñcano, pariyodapeyya attānaṃ, cittaklesehi paṇḍito.","A wise person, possession-less, would wish for pleasure in that place, having abandoned sensual pleasures, he would purify himself from mental defilements."
13582,itthimati,itthimatiṃ,VIN PAT SA 5,,yo pana bhikkhu sañcarittaṃ samāpajjeyya itthiyā vā purisamatiṃ purisassa vā <b>itthimatiṃ</b>,If any monk should engage in carrying proposals of man's intention to a woman or woman's intention to a man
13602,itthī 1,itthī,VIN1.3.1,,"mātugāmo nāma manuss'<b>itthī</b>, na yakkhī na petī na tiracchānagatā. antamaso tad'ahujātā api dārikā, pag'eva mahattarī.","[What] is called a woman [is] a human female, neither female demon nor female ghost nor female animal, even a girl born that very day, to say nothing of [one] older."
13866,isipatana,isipatane,SN22.59,,ekaṃ samayaṃ bhagavā bārāṇasiyaṃ viharati <b>isipatane</b> migadāye. tatra kho bhagavā pañcavaggiye bhikkhū āmantesi,"On one occasion, the Blessed One was dwelling in Varanasi, in the Deer Park at Isipatana. There, the Blessed One addressed the monks belonging to the group of five."
14413,ujuṃ,ujuṃ,MN118,,"idha bhikkhu pallaṅkaṃ ābhujitvā, <b>ujuṃ</b> kāyaṃ paṇidhāya, parimukhaṃ satiṃ upaṭṭhapetvā.","Here, a monk, having folded [his legs] in the cross-legged sitting position, directing [his] body [to sit] erectly, he establishes mindfulness as first priority."
14521,uṭṭhānasaññā,uṭṭhānasaññaṃ,MN107,,rattiyā majjhimaṃ yāmaṃ dakkhiṇena passena sīhaseyyaṃ kappeyyāsi pāde pādaṃ accādhāya sato sampajāno <b>uṭṭhānasaññaṃ</b> manasikaritvā,"In the middle watch of the night, you should make the lion's pose, [lying] on the right flank, placing [one] foot on the [other] foot, mindful, fully knowing, having noted in the mind the wake-up time."
14533,uṭṭhāya,uṭṭhāyāsanā,SN47.10,,āyasmā ānando tā bhikkhuniyo dhammiyā kathāya sandassetvā samādapetvā samuttejetvā sampahaṃsetvā <b>uṭṭhāyāsanā</b> pakkāmi,"Venerable Ananda taught, instigated, fired up and delighted those nuns with a righteous talk, stood up from his seat and went."
14535,uṭṭhāyāsanā,uṭṭhāyāsanā,SN47.10,,āyasmā ānando tā bhikkhuniyo dhammiyā kathāya sandassetvā samādapetvā samuttejetvā sampahaṃsetvā <b>uṭṭhāyāsanā</b> pakkāmi,"Venerable Ananda taught, instigated, fired up and delighted those nuns with a righteous talk, stood up from his seat and went."
14706,uttarāsaṅga,uttarāsaṅgaṃ,UD45,,āyasmā ānando uṭṭhāya āsanā ekaṃsaṃ <b>uttarāsaṅgaṃ</b> karitvā yena bhagavā tenañjaliṃ paṇāmetvā bhagavantaṃ etadavoca.,"Venerable Ananda, rising from his seat and adjusting his upper robe over one shoulder, stretched out his palms towards the Blessed One and said this."
15510,upaṭṭhapetvā 1,upaṭṭhapetvā,MN118,,"idha bhikkhu pallaṅkaṃ ābhujitvā, ujuṃ kāyaṃ paṇidhāya, parimukhaṃ satiṃ <b>upaṭṭhapetvā</b>.","Here, a monk, having folded [his legs] in the cross-legged sitting position, directing [his] body [to sit] erectly, he establishes mindfulness as first priority."
15971,upari 1,upari,SN6.5,,atha kho bhagavā tassa brahmuno <b>upari</b> vehāsaṃ pallaṅkena nisīdi tejodhātuṃ samāpajjitvā,"And then the Blessed One, having attained the fire element, sat above that god in the sky in a cross-legged sitting posture."
16015,uparujjhati,uparujjhati,SNP56,yes,"yattha nāmaṃ ca rūpaṃ ca asesaṃ <b>uparujjhati</b>, viññāṇassa nirodhena, ettha etaṃ uparujjhati.","Wherever name and form is completely ended, here this thing is ended by means of the cessation of consciousness."
16124,upasampajja 1,upasampajja,MN39,,"vivicca kāmehi vivicca akusalehi dhammehi, paṭhamaṃ jhānaṃ <b>upasampajja</b> viharati","Having separated from sense pleasures and unwholesome mental states, he arrives at the first stage of meditation and remains there."
16558,uppajjeyya,uppajjeyya,SN55.23,yes,"idha, bhante, koci'd'eva dhammo samuppādo <b>uppajjeyya</b>, ekato assa bhagavā ekato bhikkhusaṅgho ca.","Here, venerable sir, some or other issue [concerning] the teaching could arise, the Blessed One might be on one side and the community of monks on one [i.e. the other] side."
17282,ūna 2,ūnassa,VIN PAT NP 3 (simpl),yes,"no ce assa pāripūri, māsaparamaṃ so bhikkhu taṃ cīvaraṃ nikkhipeyya, ce assa <b>ūnassa</b> pāripūriyā paccāsā.","If it [i.e. the robe-cloth] should not be [enough] for completion, that monk should set [it] aside for a month at the most if there should be the expectation for the completion of the deficiency"
17384,ekaka 1,ekakassa,VIN PAT PC 42,,"ekakassa me kathā vā nisajjā vā phāsu hotī'ti, etaṃ eva paccayaṃ karitvā anaññaṃ, pācittiyaṃ.","""There is ease for me talking or sitting down by myself;"" having made this just for that reason, [and] no other, [this is] an offence requiring confession."
17460,ekato 1,ekato,SN55.23,yes,"idha, bhante, koci'd'eva dhammo samuppādo uppajjeyya, <b>ekato</b> assa bhagavā <b>ekato</b> bhikkhusaṅgho ca.","Here, venerable sir, some or other issue [concerning] the teaching could arise, the Blessed One might be on one side and the community of monks on one [i.e. the other] side."
17702,ekaṃsaṃ,ekaṃsaṃ,UD45,,āyasmā ānando uṭṭhāya āsanā <b>ekaṃsaṃ</b> uttarāsaṅgaṃ karitvā yena bhagavā tenañjaliṃ paṇāmetvā bhagavantaṃ etadavoca.,"Venerable Ananda, rising from his seat and adjusting his upper robe over one shoulder, stretched out his palms towards the Blessed One and said this."
17871,etadeva,,,,,
17896,etaṃ 1,etaṃ,VIN PAT PC 42,,"ekakassa me kathā vā nisajjā vā phāsu hotī'ti, <b>etaṃ</b> eva paccayaṃ karitvā anaññaṃ, pācittiyaṃ.","""There is ease for me talking or sitting down by myself;"" having made this just for that reason, [and] no other, [this is] an offence requiring confession."
17901,etādisa,etādisāni,SNP16,yes,"<b>etādisāni</b> katvāna, sabbattha aparājitā, sabbattha sotthiṃ gacchanti","Having done [things] of this kind, victorious everywhere, they go everywhere safely."
17945,ettha 1,,,,,
18048,eso,eso,VIN PAT SA 11 (simpl),,dhammavādī ca <b>eso</b> bhikkhu vinayavādī ca <b>eso</b> bhikkhu amhākaṃ ca <b>eso</b> bhikkhu chandaṃ ca ruciṃ ca ādāya voharati,"This monk who speaks according to the Dhamma, and this monk who speaks according to the Vinaya, speaks according to (i.e. in accordance with) our preference and approval"
18254,oka 1.1,okā,DHP87 (simpl),,"kaṇhaṃ dhammaṃ vippahāya, sukkaṃ bhāve paṇḍito, <b>okā</b> anokaṃ āgamma, viveke yattha dūramaṃ.","A wise person, completely abandoning dark qualities, would cultivate pure [qualities], coming from home to homelessness, [living] in seclusion, where [it is] difficult to find delight."
18788,obhāsetvā,obhāsetvā,SN1.39,,atha kho pajjunnassa dhītā abhikkantāya rattiyā abhikkantavaṇṇā kevalakappaṃ mahāvanaṃ <b>obhāsetvā</b>,"And then, when the night had progressed, the daughter of the god of rain, stunningly beautiful, having illuminated almost the entire great wood [approached the Blessed One]."
19064,ovadita,ovadito,MN62 (simpl),,"atha kho āyasmā rāhulo, ajja bhagavatā sammukhā ovādena <b>ovadito</b> gāmaṃ piṇḍāya pavisitvā, tato paṭinivattitvā aññatarasmiṃ rukkhamūle nisīditvā","And then, after entering the village for alms food [and] coming back from that, [and] having sat down at the foot of a certain tree, Venerable Rāhula now face-to-face with the Blessed One, was instructed by exhortation."
19087,ovāda 1,ovādena,MN62 (simpl),,"atha kho āyasmā rāhulo, ajja bhagavatā sammukhā <b>ovādena</b> ovadito gāmaṃ piṇḍāya pavisitvā, tato paṭinivattitvā aññatarasmiṃ rukkhamūle nisīditvā","And then, after entering the village for alms food [and] coming back from that, [and] having sat down at the foot of a certain tree, Venerable Rāhula now face-to-face with the Blessed One, was instructed by exhortation."
19133,ohāretvā,ohāretvā,MN27 (simpl),,yan'nūn'āhaṃ kesamassuṃ <b>ohāretvā</b> kāsāyāni vatthāni acchādetvā agārasmā anagāriyaṃ pabbajeyyāmi,"Having shaved hair and beard, and having clothed myself in brown robes, let me go forth from the household life to homelessness. [What if I shave hair and beard, clothe myself in brown robes and go forth?]"
19560,kaṇha 1,kaṇhaṃ,DHP87 (simpl),,"<b>kaṇhaṃ</b> dhammaṃ vippahāya, sukkaṃ bhāve paṇḍito, okā anokaṃ āgamma, viveke yattha dūramaṃ.","A wise person, completely abandoning dark qualities, would cultivate pure [qualities], coming from home to homelessness, [living] in seclusion, where [it is] difficult to find delight."
19790,katvāna 1,katvāna,SNP16,yes,"etādisāni <b>katvāna</b>, sabbattha aparājitā, sabbattha sotthiṃ gacchanti","Having done [things] of this kind, victorious everywhere, they go everywhere safely."
20503,karitvā 2,karitvā,VIN PAT PC 42,,"ekakassa me kathā vā nisajjā vā phāsu hotī'ti, etaṃ eva paccayaṃ <b>karitvā</b> anaññaṃ, pācittiyaṃ.","""There is ease for me talking or sitting down by myself;"" having made this just for that reason, [and] no other, [this is] an offence requiring confession."
21488,kāsāya 1,kāsāyāni,MN27 (simpl),,yan'nūn'āhaṃ kesamassuṃ ohāretvā <b>kāsāyāni</b> vatthāni acchādetvā agārasmā anagāriyaṃ pabbajeyyāmi,"Having shaved hair and beard, and having clothed myself in brown robes, let me go forth from the household life to homelessness. [What if I shave hair and beard, clothe myself in brown robes and go forth?]"
22620,kusala 1,akusalehi,MN39,,"vivicca kāmehi vivicca <b>akusalehi</b> dhammehi, paṭhamaṃ jhānaṃ upasampajja viharati","Having separated from sense pleasures and unwholesome mental states, he arrives at the first stage of meditation and remains there."
22868,kesamassu,kesamassuṃ,MN27 (simpl),,yan'nūn'āhaṃ <b>kesamassuṃ</b> ohāretvā kāsāyāni vatthāni acchādetvā agārasmā anagāriyaṃ pabbajeyyāmi,"Having shaved hair and beard, and having clothed myself in brown robes, let me go forth from the household life to homelessness. [What if I shave hair and beard, clothe myself in brown robes and go forth?]"
22907,kevalakappa,kevalakappaṃ,SN1.39,,atha kho pajjunnassa dhītā abhikkantāya rattiyā abhikkantavaṇṇā <b>kevalakappaṃ</b> mahāvanaṃ obhāsetvā,"And then, when the night had progressed, the daughter of the god of rain, stunningly beautiful, having illuminated almost the entire great wood [approached the Blessed One]."
23701,khipi 1.1,khipi,DNa2.3.3,,sā pattaṃ gahetvā ākāse <b>khipi</b>. patto ākāse aṭṭhāsi,She grabbed a bowl and threw it into the sky. The bowl remained there.
23797,khīrapaka,khīrapako,DHP284,yes,"yāva hi vanatho na chijjati, aṇumatto api narassa nārīsu, paṭibaddhamano eva tāva so, vaccho <b>khīrapako</b> va mātari.","Indeed, as long as desire is not cut off, even the smallest, of a man enamoured with regard to women, just to that extent he [is] like a suckling calf towards [its] mother."
23842,khuddā 1.1,,,,,
24162,gaṇhati 1,gaṇhati,SN12.61,,seyyathāpi makkaṭo araññe sākhaṃ <b>gaṇhati</b> taṃ muñcitvā aññaṃ gaṇhati taṃ muñcitvā aññaṃ gaṇhati,"Just like a monkey in the forest [who] grabs hold of a branch, releases it, then grabs hold of another and after releasing it, grabs hold of another."
24707,gahetvā 1,gahetvā,UD45,,mahāmoggallāno taṃ puggalaṃ bāhāyaṃ <b>gahetvā</b> nikkhāmetvā yena bhagavā ten'upasaṅkami.,"The Great Mogallana seized that person by the arm, expelled (him), then approached the Blessed One."
26542,ciṇṇamānatta,ciṇṇamānatto,VIN PAT SA,,<b>ciṇṇamānatto</b> bhikkhu yattha siyā vīsatigaṇo bhikkhusaṅgho tattha so bhikkhu abbhetabbo.,"A monk who has performed penance, where there could be a community of twenty monks, in that place he should be rehabilitated."
26582,cittaklesa,cittaklesehi,DHP88,yes,"tatra abhiratiṃ iccheyya, hitvā kāme akiñcano, pariyodapeyya attānaṃ, <b>cittaklesehi</b> paṇḍito.","A wise person, possession-less, would wish for pleasure in that place, having abandoned sensual pleasures, he would purify himself from mental defilements."
27150,cetovimutti 1,cetovimuttiyā,MN43,,"dve kho, āvuso, paccayā animittāya <b>cetovimuttiyā</b> samāpattiyā, sabbanimittānaṃ ca amanasikāro, animittāya ca dhātuyā manasikāro.","Friend, [there are] indeed two supporting conditions for the attainment of the signless liberation of mind: non-attention to all objects and attention to the signless state."
27393,chanda 2,chandaṃ,VIN PAT SA 11 (simpl),yes,dhammavādī ca eso bhikkhu vinayavādī ca eso bhikkhu amhākaṃ ca eso bhikkhu <b>chandaṃ</b> ca ruciṃ ca ādāya voharati,"This monk who speaks according to the Dhamma, and this monk who speaks according to the Vinaya, speaks according to (i.e. in accordance with) our preference and approval"
27621,chijjati 1,chijjati,DHP284,yes,"yāva hi vanatho na <b>chijjati</b>, aṇumatto api narassa nārīsu, paṭibaddhamano eva tāva so, vaccho khīrapako va mātari.","Indeed, as long as desire is not cut off, even the smallest, of a man enamoured with regard to women, just to that extent he [is] like a suckling calf towards [its] mother."
27921,janeti,janeti,DN22.18,yes,uppannānaṃ kusalānaṃ dhammānaṃ ṭhitiyā asammosāya bhiyyobhāvāya vepullāya bhāvanāya pāripūriyā chandaṃ <b>janeti</b> vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati,"He strives, applies [his] mind, arouses effort, exerts himself, [and] generates approval for the non-confusion, increase by development, persistence, maturity, and completion of wholesome qualities that have arisen."
28132,jahati 1,jahanti,UD45,,mahānadiyo mahāsamuddaṃ patvā <b>jahanti</b> purimāni nāmagottāni,"The great rivers, upon reaching the mighty ocean, they give up (their) old names."
29112,ṭhiti 1,ṭhitiyā,DN22.18,yes,uppannānaṃ kusalānaṃ dhammānaṃ <b>ṭhitiyā</b> asammosāya bhiyyobhāvāya vepullāya bhāvanāya pāripūriyā chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati,"He strives, applies [his] mind, arouses effort, exerts himself, [and] generates approval for the non-confusion, increase by development, persistence, maturity, and completion of wholesome qualities that have arisen."
