id,pali,selected_pali_word,class_source,extra,class_example,english_translation
3297,adhimuccati 2,adhimuccati,SN25.1,,"yo, bhikkhave, ime dhamme evaṃ saddahati <b>adhimuccati</b>, ayaṃ vuccati saddhānusārī, okkanto sammattaniyāmaṃ, sappurisabhūmiṃ okkanto, vītivatto puthujjanabhūmiṃ.","Whoever has such faith in these teachings and is intent on them, this person is called a faith follower who has entered a unalterable fixed course, entered the level of the superior man, transcended the level of the common man."
3586,anattha 1,anatthasañhito,SN56.11,,yo c'āyaṃ attakilamath'ānuyogo dukkho anariyo <b>anatthasañhito</b>.,"…and this practice of self-mortification, which is painful, ignoble, [and] unbeneficial."
3596,anatthasañhita,anatthasañhito,SN56.11,,yo c'āyaṃ attakilamath'ānuyogo dukkho anariyo <b>anatthasañhito</b>.,"…and this practice of self-mortification, which is painful, ignoble, [and] unbeneficial."
3955,anādariya,anādariye,VIN PAT PC 54,,"<b>anādariye</b>, pācittiyaṃ.","In disrespect, [there is an] offence requiring confession."
4209,anindita 2,anindito,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, nindanti tuṇhimāsīnaṃ, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke <b>anindito</b>.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
5249,anusārī 1.2,saddhānusārī,SN25.1,,"yo, bhikkhave, ime dhamme evaṃ saddahati adhimuccati, ayaṃ vuccati <b>saddhānusārī</b>, okkanto sammattaniyāmaṃ, sappurisabhūmiṃ okkanto, vītivatto puthujjanabhūmiṃ.","Whoever has such faith in these teachings and is intent on them, this person is called a faith follower who has entered a unalterable fixed course, entered the level of the superior man, transcended the level of the common man."
6685,apihālu,apihālu,SNP48,,"patilīno akuhako, <b>apihālu</b> amaccharī, appagabbho ajeguccho, pesuṇeyye ca no yuto.","Withdrawn, not deceitful, not envious, not selfish, courteous, honest, and he is not engaged in slander."
6943,appapurisa,appapurisāni,SN20.3,yes,"seyyathāpi, bhikkhave, yāni kānici kulāni bahutthikāni <b>appapurisāni</b> tāni suppadhaṃsiyāni honti corehi kumbhatthenakehi.","Just like, monks, whichever families with many women and few men are easily overcome by robbers and burglars ..."
7476,abhabbatā,abhabbatā,SNP13,yes,"kiñcāpi so kamma karoti pāpakaṃ, kāyena vācā uda cetasā vā, abhabba so tassa paṭicchadāya, <b>abhabbatā</b> diṭṭhapadassa vuttā, idampi saṅghe ratanaṃ paṇītaṃ, etena saccena suvatthi hotu","Although he may do an evil deed by body speech or mind, he is unable to hide that, it is said (to be) an impossibility for one who has seen the path – this sublime jewel also exists in the community, by the truth of this statement, may you be well!"
7556,abhikkantatara,abhikkantataro,AN4.100,,"imesaṃ kho, potaliya, catunnaṃ puggalānaṃ katamo te puggalo khamati <b>abhikkantataro</b> ca paṇītataro cāti?","Which of these four people seems good to you, Potaliya, more excellent and more refined?"
8441,amaccharī 1,amaccharī,SNP48,,"patilīno akuhako, apihālu <b>amaccharī</b>, appagabbho ajeguccho, pesuṇeyye ca no yuto.","Withdrawn, not deceitful, not envious, not selfish, courteous, honest, and he is not engaged in slander."
8664,ambila 1,ambil'aggehi'pi,SN47.8,yes,"ambil'aggehi'pi, tittak'aggehi'pi, kaṭuk'aggehi'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi.","[Bhikkhus, suppose a foolish, incompetent, unskillful cook were to present a king or royal minister with various kinds of curries:] (ones) predominantly sour, predominantly bitter, predominantly pungent, predominantly sweet, alkaline, not alkaline, salty, not salty."
8667,ambilagga,ambil'aggehi,SN47.8,yes,"ambil'aggehi'pi, tittak'aggehi'pi, kaṭuk'aggehi'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi.","[Bhikkhus, suppose a foolish, incompetent, unskillful cook were to present a king or royal minister with various kinds of curries:] (ones) predominantly sour, predominantly bitter, predominantly pungent, predominantly sweet, alkaline, not alkaline, salty, not salty."
9252,aloṇika,aloṇikehi,SN47.8,yes,"ambil'aggehi'pi, tittak'aggehi'pi, kaṭuk'aggehi'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, <b>aloṇikehi</b>'pi.","[Bhikkhus, suppose a foolish, incompetent, unskillful cook were to present a king or royal minister with various kinds of curries:] (ones) predominantly sour, predominantly bitter, predominantly pungent, predominantly sweet, alkaline, not alkaline, salty, not salty."
12281,āyu 3,āyuṃ,AN5.37,,"sukhassa dātā medhāvī, sukhaṃ so adhigacchati. <b>āyuṃ</b> datvā balaṃ vaṇṇaṃ, sukhañ'ca paṭibhānakaṃ, dīgh'āyu yasavā hoti, yattha yatth'ūpapajjatī'ti.","“The intelligent man, [who is a] bestower of happiness, obtains happiness; having given long-life, strength, beauty, happiness and understanding, he has long life and is renowned wherever he is reborn.”"
12899,āsītika 2,āsītikaṃ,AN3.36,,(addasa) <b>āsītikaṃ</b> vā nāvutikaṃ vā vassasatikaṃ vā jātiyā jiṇṇaṃ gopānasivaṅkaṃ bhoggaṃ daṇḍaparāyaṇaṃ pavedhamānaṃ gacchantaṃ,"[Didn't you ever see among human beings a man or woman] eighty or ninety or one hundred years old (lit: from birth), worn out, crooked as a rafter, bent, walking along trembling, supported by a staff….?"
12903,āsīna 1,āsīnaṃ,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, nindanti tuṇhim<b>āsīnaṃ</b>, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
13072,āvikattar,āvikattā,AN8.13,,"yāni kho panassa honti sāṭheyyāni kūṭeyyāni jimheyyāni vaṅkeyyāni, tāni yathābhūtaṃ <b>āvikattā</b> hoti satthari vā viññūsu vā sabrahmacārīsu.","Whatever treachery, crookedness, deceitfulness and dishonesty he has, he is someone who openly reveals those things to the teacher or wise fellow monks."
13625,idampi,idampi,SNP13,yes,"kiñcāpi so kamma karoti pāpakaṃ, kāyena vācā uda cetasā vā, abhabba so tassa paṭicchadāya, abhabbatā diṭṭhapadassa vuttā, <b>idampi</b> saṅghe ratanaṃ paṇītaṃ, etena saccena suvatthi hotu","Although he may do an evil deed by body speech or mind, he is unable to hide that, it is said (to be) an impossibility for one who has seen the path – this sublime jewel also exists in the community, by the truth of this statement, may you be well!"
14830,uda 1.1,,,,,
15744,upanāhī,upanāhī,SNP7,,"kodhano <b>upanāhī</b> ca, pāpamakkhī ca yo naro, vipannadiṭṭhi māyāvī, taṃ jaññā vasalo iti.","Whoever is angry, resentful, speaks ill of others, who has a distorted view, who is deceitful – you should know that person as “an outcast”."
17006,uras,ure,SN12.63,,"te puttamaṃsāni c'eva khādeyyuṃ, <b>ure</b> ca paṭipiseyyuṃ, kahaṃ, ekaputtaka, kahaṃ, ekaputtakā'ti","And just as they would eat (or, were eating) the flesh of [their] son, they would beat their breasts, [saying] “Where [are you] [our] only young son, where [are you] [our] only young son?”"
17592,ekaputtaka,ekaputtakā,SN12.63,,"te puttamaṃsāni c'eva khādeyyuṃ, ure ca paṭipiseyyuṃ, kahaṃ, ekaputtaka, kahaṃ, <b>ekaputtakā</b>'ti","And just as they would eat (or, were eating) the flesh of [their] son, they would beat their breasts, [saying] “Where [are you] [our] only young son, where [are you] [our] only young son?”"
18315,okkanta,okkanto,SN25.1,,"yo, bhikkhave, ime dhamme evaṃ saddahati adhimuccati, ayaṃ vuccati saddhānusārī, <b>okkanto</b> sammattaniyāmaṃ, sappurisabhūmiṃ okkanto, vītivatto puthujjanabhūmiṃ.","Whoever has such faith in these teachings and is intent on them, this person is called a faith follower who has entered a unalterable fixed course, entered the level of the superior man, transcended the level of the common man."
18561,ottappiya,ottappiyaṃ,AN7.6,,"saddhādhanaṃ sīladhanaṃ, hirī <b>ottappiyaṃ</b> dhanaṃ, sutadhanañ'ca cāgo ca, paññā ve sattamaṃ dhanaṃ.","Wealth of faith, wealth of ethical conduct, [the wealth of] sense of shame and] fear of wrongdoing, wealth of learning [and] generosity, and wisdom, indeed, the most excellent [kind] of value."
19347,kaṭuka 2,kaṭuk'aggehi'pi,SN47.8,yes,"ambil'aggehi'pi, tittak'aggehi'pi, <b>kaṭuk'aggehi'pi</b>, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi.","[Bhikkhus, suppose a foolish, incompetent, unskillful cook were to present a king or royal minister with various kinds of curries:] (ones) predominantly sour, predominantly bitter, predominantly pungent, predominantly sweet, alkaline, not alkaline, salty, not salty."
19351,kaṭukagga,kaṭuk'aggehi'pi,SN47.8,yes,"ambil'aggehi'pi, tittak'aggehi'pi, <b>kaṭuk'aggehi</b>'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi.","[Bhikkhus, suppose a foolish, incompetent, unskillful cook were to present a king or royal minister with various kinds of curries:] (ones) predominantly sour, predominantly bitter, predominantly pungent, predominantly sweet, alkaline, not alkaline, salty, not salty."
20236,kamma 4,,,,,
20830,kahaṃ,kahaṃ,SN12.63,,"te puttamaṃsāni c'eva khādeyyuṃ, ure ca paṭipiseyyuṃ, <b>kahaṃ</b>, ekaputtaka, <b>kahaṃ</b>, ekaputtakā'ti","And just as they would eat (or, were eating) the flesh of [their] son, they would beat their breasts, [saying] “Where [are you] [our] only young son, where [are you] [our] only young son?”"
21751,kimaññatra,kimaññatra,SN22.1,,"yo hi, gahapati, imaṃ kāyaṃ pariharanto muhuttampi ārogyaṃ paṭijāneyya, <b>kimaññatra</b> bālyā?","Who, carrying around this body, would claim health, even for a moment, apart from foolishness!?"
21842,kilamatha 1,kilamath'ānuyogo,SN56.11,,yo c'āyaṃ atta<b>kilamath'ānuyogo</b> dukkho anariyo anatthasañhito.,"…and this practice of self-mortification, which is painful, ignoble, [and] unbeneficial."
22464,kumbhatthenaka,kumbhatthenakehi,SN20.3,yes,"seyyathāpi, bhikkhave, yāni kānici kulāni bahutthikāni appapurisāni tāni suppadhaṃsiyāni honti corehi <b>kumbhatthenakehi</b>.","Just like, monks, whichever families with many women and few men are easily overcome by robbers and burglars ..."
22796,kūṭeyya,kūṭeyyāni,AN8.13,,"yāni kho panassa honti sāṭheyyāni <b>kūṭeyyāni</b> jimheyyāni vaṅkeyyāni, tāni yathābhūtaṃ āvikattā hoti satthari vā viññūsu vā sabrahmacārīsu.","Whatever treachery, crookedness, deceitfulness and dishonesty he has, he is someone who openly reveals those things to the teacher or wise fellow monks."
23055,kodhana,kodhano,SNP7,,"<b>kodhano</b> upanāhī ca, pāpamakkhī ca yo naro, vipannadiṭṭhi māyāvī, taṃ jaññā vasalo iti.","Whoever is angry, resentful, speaks ill of others, who has a distorted view, who is deceitful – you should know that person as “an outcast”."
23487,khamati 2,khamati,AN4.100,,"imesaṃ kho, potaliya, catunnaṃ puggalānaṃ katamo te puggalo <b>khamati</b> abhikkantataro ca paṇītataro cāti?","Which of these four people seems good to you, Potaliya, more excellent and more refined?"
23654,khārika 1.1,khārikehi,SN47.8,yes,"ambil'aggehi'pi, tittak'aggehi'pi, kaṭuk'aggehi'pi, madhur'aggehi'pi, <b>khārikehi</b>'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi.","[Bhikkhus, suppose a foolish, incompetent, unskillful cook were to present a king or royal minister with various kinds of curries:] (ones) predominantly sour, predominantly bitter, predominantly pungent, predominantly sweet, alkaline, not alkaline, salty, not salty."
24950,gilāna 1,bāḷhagilāno,MN39,,"ahaṃ kho pubbe ābādhiko ahosiṃ dukkhito <b>bāḷhagilāno</b>, bhattañca me nacchādesi, na ca me āsi kāye balamattā","Previously I was truly sick, suffering, extremely ill. Food did not please me and there was no strength in my body."
25337,gopānasivaṅka,gopānasivaṅkaṃ,AN3.36,,(addasa) āsītikaṃ vā nāvutikaṃ vā vassasatikaṃ vā jātiyā jiṇṇaṃ <b>gopānasivaṅkaṃ</b> bhoggaṃ daṇḍaparāyaṇaṃ pavedhamānaṃ gacchantaṃ,"[Didn't you ever see among human beings a man or woman] eighty or ninety or one hundred years old (lit: from birth), worn out, crooked as a rafter, bent, walking along trembling, supported by a staff….?"
25338,gopānasī,gopānasivaṅkaṃ,AN3.36,,(addasa) āsītikaṃ vā nāvutikaṃ vā vassasatikaṃ vā jātiyā jiṇṇaṃ <b>gopānasivaṅkaṃ</b> bhoggaṃ daṇḍaparāyaṇaṃ pavedhamānaṃ gacchantaṃ,"[Didn't you ever see among human beings a man or woman] eighty or ninety or one hundred years old (lit: from birth), worn out, crooked as a rafter, bent, walking along trembling, supported by a staff….?"
26454,cāyaṃ,c'āyaṃ,SN56.11,,yo <b>c'āyaṃ</b> attakilamath'ānuyogo dukkho anariyo anatthasañhito.,"…and this practice of self-mortification, which is painful, ignoble, [and] unbeneficial."
28448,jiṇṇa 2,jiṇṇaṃ,AN3.36,,(addasa) āsītikaṃ vā nāvutikaṃ vā vassasatikaṃ vā jātiyā <b>jiṇṇaṃ</b> gopānasivaṅkaṃ bhoggaṃ daṇḍaparāyaṇaṃ pavedhamānaṃ gacchantaṃ,"[Didn't you ever see among human beings a man or woman] eighty or ninety or one hundred years old (lit: from birth), worn out, crooked as a rafter, bent, walking along trembling, supported by a staff….?"
28496,jimheyya,jimheyyāni,AN8.13,,"yāni kho panassa honti sāṭheyyāni kūṭeyyāni <b>jimheyyāni</b> vaṅkeyyāni, tāni yathābhūtaṃ āvikattā hoti satthari vā viññūsu vā sabrahmacārīsu.","Whatever treachery, crookedness, deceitfulness and dishonesty he has, he is someone who openly reveals those things to the teacher or wise fellow monks."
30583,tittaka 1,tittak'aggehi'pi,SN47.8,yes,"ambil'aggehi'pi, <b>tittak'aggehi'pi</b>, kaṭuk'aggehi'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi.","[Bhikkhus, suppose a foolish, incompetent, unskillful cook were to present a king or royal minister with various kinds of curries:] (ones) predominantly sour, predominantly bitter, predominantly pungent, predominantly sweet, alkaline, not alkaline, salty, not salty."
30585,tittakagga,tittak'aggehi'pi,SN47.8,yes,"ambil'aggehi'pi, <b>tittak'aggehi'pi</b>, kaṭuk'aggehi'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi.","[Bhikkhus, suppose a foolish, incompetent, unskillful cook were to present a king or royal minister with various kinds of curries:] (ones) predominantly sour, predominantly bitter, predominantly pungent, predominantly sweet, alkaline, not alkaline, salty, not salty."
30982,tuṇhimāsīna,tuṇhimāsīnaṃ,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, nindanti <b>tuṇhimāsīnaṃ</b>, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
30983,tuṇhiṃ,tuṇhim,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, nindanti <b>tuṇhim</b>āsīnaṃ, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
31592,thenaka,thenakehi,SN20.3,yes,"seyyathāpi, bhikkhave, yāni kānici kulāni bahutthikāni appapurisāni tāni suppadhaṃsiyāni honti corehi kumbhat<b>thenakehi</b>.","Just like, monks, whichever families with many women and few men are easily overcome by robbers and burglars ..."
31762,daṇḍa 2,daṇḍaparāyaṇaṃ,AN3.36,,(addasa) āsītikaṃ vā nāvutikaṃ vā vassasatikaṃ vā jātiyā jiṇṇaṃ gopānasivaṅkaṃ bhoggaṃ <b>daṇḍaparāyaṇaṃ</b> pavedhamānaṃ gacchantaṃ,"[Didn't you ever see among human beings a man or woman] eighty or ninety or one hundred years old (lit: from birth), worn out, crooked as a rafter, bent, walking along trembling, supported by a staff….?"
31784,daṇḍaparāyaṇa,daṇḍaparāyaṇaṃ,AN3.36,,(addasa) āsītikaṃ vā nāvutikaṃ vā vassasatikaṃ vā jātiyā jiṇṇaṃ gopānasivaṅkaṃ bhoggaṃ <b>daṇḍaparāyaṇaṃ</b> pavedhamānaṃ gacchantaṃ,"[Didn't you ever see among human beings a man or woman] eighty or ninety or one hundred years old (lit: from birth), worn out, crooked as a rafter, bent, walking along trembling, supported by a staff….?"
31825,datvā 1,datvā,AN5.37,,"sukhassa dātā medhāvī, sukhaṃ so adhigacchati. āyuṃ <b>datvā</b> balaṃ vaṇṇaṃ, sukhañ'ca paṭibhānakaṃ, dīgh'āyu yasavā hoti, yattha yatth'ūpapajjatī'ti.","“The intelligent man, [who is a] bestower of happiness, obtains happiness; having given long-life, strength, beauty, happiness and understanding, he has long life and is renowned wherever he is reborn.”"
32457,diṭṭhapada,diṭṭhapadassa,SNP13,yes,"kiñcāpi so kamma karoti pāpakaṃ, kāyena vācā uda cetasā vā, abhabba so tassa paṭicchadāya, abhabbatā <b>diṭṭhapadassa</b> vuttā, idampi saṅghe ratanaṃ paṇītaṃ, etena saccena suvatthi hotu","Although he may do an evil deed by body speech or mind, he is unable to hide that, it is said (to be) an impossibility for one who has seen the path – this sublime jewel also exists in the community, by the truth of this statement, may you be well!"
32778,dīghāyu,dīgh'āyu,AN5.37,,"sukhassa dātā medhāvī, sukhaṃ so adhigacchati. āyuṃ datvā balaṃ vaṇṇaṃ, sukhañ'ca paṭibhānakaṃ, <b>dīgh'āyu</b> yasavā hoti, yattha yatth'ūpapajjatī'ti.","“The intelligent man, [who is a] bestower of happiness, obtains happiness; having given long-life, strength, beauty, happiness and understanding, he has long life and is renowned wherever he is reborn.”"
34541,dhana 3,dhanaṃ,AN7.6,,"saddhādhanaṃ sīladhanaṃ, hirī ottappiyaṃ <b>dhanaṃ</b>, sutadhanañ'ca cāgo ca, paññā ve sattamaṃ dhanaṃ.","Wealth of faith, wealth of ethical conduct, [the wealth of] sense of shame and] fear of wrongdoing, wealth of learning [and] generosity, and wisdom, indeed, the most excellent [kind] of value."
35331,na kudācanaṃ,kudācanaṃ,DHP5,,"na hi verena verāni, sammant'īdha <b>kudācanaṃ</b>, averena ca sammanti, esa dhammo sanantano.","Indeed, in this world, hatred is never appeased by hatred; hatred is appeased by non-hatred. This is an eternal truth."
35486,nacchādesi,nacchādesi,MN39,,"ahaṃ kho pubbe ābādhiko ahosiṃ dukkhito bāḷhagilāno, bhattañca me <b>nacchādesi</b>, na ca me āsi kāye balamattā","Previously I was truly sick, suffering, extremely ill. Food did not please me and there was no strength in my body."
36614,nāvutika,nāvutikaṃ,AN3.36,,(addasa) āsītikaṃ vā <b>nāvutikaṃ</b> vā vassasatikaṃ vā jātiyā jiṇṇaṃ gopānasivaṅkaṃ bhoggaṃ daṇḍaparāyaṇaṃ pavedhamānaṃ gacchantaṃ,"[Didn't you ever see among human beings a man or woman] eighty or ninety or one hundred years old (lit: from birth), worn out, crooked as a rafter, bent, walking along trembling, supported by a staff….?"
37311,nindati,nindanti,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, <b>nindanti</b> tuṇhimāsīnaṃ, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
37902,niyāma 1,sammattaniyāmaṃ,SN25.1,,"yo, bhikkhave, ime dhamme evaṃ saddahati adhimuccati, ayaṃ vuccati saddhānusārī, okkanto <b>sammattaniyāmaṃ</b>, sappurisabhūmiṃ okkanto, vītivatto puthujjanabhūmiṃ.","Whoever has such faith in these teachings and is intent on them, this person is called a faith follower who has entered a unalterable fixed course, entered the level of the superior man, transcended the level of the common man."
40381,paṭicchada,paṭicchadāya,SNP13,yes,"kiñcāpi so kamma karoti pāpakaṃ, kāyena vācā uda cetasā vā, abhabba so tassa <b>paṭicchadāya</b>, abhabbatā diṭṭhapadassa vuttā, idampi saṅghe ratanaṃ paṇītaṃ, etena saccena suvatthi hotu","Although he may do an evil deed by body speech or mind, he is unable to hide that, it is said (to be) an impossibility for one who has seen the path – this sublime jewel also exists in the community, by the truth of this statement, may you be well!"
40594,paṭipisati,paṭipiseyyuṃ,SN12.63,,"te puttamaṃsāni c'eva khādeyyuṃ, ure ca <b>paṭipiseyyuṃ</b>, kahaṃ, ekaputtaka, kahaṃ, ekaputtakā'ti","And just as they would eat (or, were eating) the flesh of [their] son, they would beat their breasts, [saying] “Where [are you] [our] only young son, where [are you] [our] only young son?”"
40695,paṭibhānaka 2,paṭibhānakaṃ,AN5.37,,"sukhassa dātā medhāvī, sukhaṃ so adhigacchati. āyuṃ datvā balaṃ vaṇṇaṃ, sukhañ'ca <b>paṭibhānakaṃ</b>, dīgh'āyu yasavā hoti, yattha yatth'ūpapajjatī'ti.","“The intelligent man, [who is a] bestower of happiness, obtains happiness; having given long-life, strength, beauty, happiness and understanding, he has long life and is renowned wherever he is reborn.”"
41571,paṇītatara,paṇītataro,AN4.100,,"imesaṃ kho, potaliya, catunnaṃ puggalānaṃ katamo te puggalo khamati abhikkantataro ca <b>paṇītataro</b> cāti?","Which of these four people seems good to you, Potaliya, more excellent and more refined?"
41825,patilīna,patilīno,SNP48,,"<b>patilīno</b> akuhako, apihālu amaccharī, appagabbho ajeguccho, pesuṇeyye ca no yuto.","Withdrawn, not deceitful, not envious, not selfish, courteous, honest, and he is not engaged in slander."
42050,pada 02,,,,,
42293,panassa,,,,,
43134,parāyaṇa 3,daṇḍaparāyaṇaṃ,AN3.36,,(addasa) āsītikaṃ vā nāvutikaṃ vā vassasatikaṃ vā jātiyā jiṇṇaṃ gopānasivaṅkaṃ bhoggaṃ daṇḍa<b>parāyaṇaṃ</b> pavedhamānaṃ gacchantaṃ,"[Didn't you ever see among human beings a man or woman] eighty or ninety or one hundred years old (lit: from birth), worn out, crooked as a rafter, bent, walking along trembling, supported by a staff….?"
44328,pariharanta 1,pariharanto,SN22.1,,"yo hi, gahapati, imaṃ kāyaṃ <b>pariharanto</b> muhuttampi ārogyaṃ paṭijāneyya, kimaññatra bālyā?","Who, carrying around this body, would claim health, even for a moment, apart from foolishness!?"
45026,pavedhamāna 1,pavedhamānaṃ,AN3.36,,(addasa) āsītikaṃ vā nāvutikaṃ vā vassasatikaṃ vā jātiyā jiṇṇaṃ gopānasivaṅkaṃ bhoggaṃ daṇḍaparāyaṇaṃ <b>pavedhamānaṃ</b> gacchantaṃ,"[Didn't you ever see among human beings a man or woman] eighty or ninety or one hundred years old (lit: from birth), worn out, crooked as a rafter, bent, walking along trembling, supported by a staff….?"
45619,pāpamakkhī,pāpamakkhī,SNP7,,"kodhano upanāhī ca, <b>pāpamakkhī</b> ca yo naro, vipannadiṭṭhi māyāvī, taṃ jaññā vasalo iti.","Whoever is angry, resentful, speaks ill of others, who has a distorted view, who is deceitful – you should know that person as “an outcast”."
45824,pārivattaka,pārivattakā,VIN PAT NP 5,,"yo pana bhikkhu aññātikāya bhikkhuniyā hatthato cīvaraṃ paṭiggaṇheyya, aññatra <b>pārivattakā</b>, nissaggiyaṃ pācittiyaṃ.","If any monk should accept a robe from the hand of a nun, not related by blood, except in an exchange, [it is] an offence requiring confession with forfeiture."
46626,puttaka 1,ekaputtaka,SN12.63,,"te puttamaṃsāni c'eva khādeyyuṃ, ure ca paṭipiseyyuṃ, kahaṃ, <b>ekaputtaka</b>, kahaṃ, ekaputtakā'ti","And just as they would eat (or, were eating) the flesh of [their] son, they would beat their breasts, [saying] “Where [are you] [our] only young son, where [are you] [our] only young son?”"
46646,puttamaṃsa,puttamaṃsāni,SN12.63,,"te <b>puttamaṃsāni</b> c'eva khādeyyuṃ, ure ca paṭipiseyyuṃ, kahaṃ, ekaputtaka, kahaṃ, ekaputtakā'ti","And just as they would eat (or, were eating) the flesh of [their] son, they would beat their breasts, [saying] “Where [are you] [our] only young son, where [are you] [our] only young son?”"
